{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.003487422755873, 'speedup_best': 1.0884028671200148, 'xsmm_local_avg': 5.920083333333335, 'xsmm_local_best': 5.441, 'xsmm_upstream_avg': 5.940729166666666, 'xsmm_upstream_best': 5.922}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9947169307189226, 'speedup_best': 0.9908120924718434, 'xsmm_local_avg': 3.4307708333333338, 'xsmm_local_best': 3.374, 'xsmm_upstream_avg': 3.4126458333333343, 'xsmm_upstream_best': 3.343}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.0270986690228925, 'speedup_best': 0.9998457028236384, 'xsmm_local_avg': 6.696208333333332, 'xsmm_local_best': 6.481, 'xsmm_upstream_avg': 6.877666666666666, 'xsmm_upstream_best': 6.48}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 0.9764395222793617, 'speedup_best': 0.9765856550088915, 'xsmm_local_avg': 3.455645833333333, 'xsmm_local_best': 3.374, 'xsmm_upstream_avg': 3.3742291666666664, 'xsmm_upstream_best': 3.295}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 1.0007984003730577, 'speedup_best': 1.0774725274725274, 'xsmm_local_avg': 5.897208333333332, 'xsmm_local_best': 5.46, 'xsmm_upstream_avg': 5.901916666666664, 'xsmm_upstream_best': 5.883}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 0.9911954239161309, 'speedup_best': 0.9986038650892791, 'xsmm_local_avg': 14.156937499999996, 'xsmm_local_best': 13.609, 'xsmm_upstream_avg': 14.032291666666667, 'xsmm_upstream_best': 13.59}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0142485360369127, 'speedup_best': 0.9960491659350308, 'xsmm_local_avg': 18.72414583333334, 'xsmm_local_best': 18.224, 'xsmm_upstream_avg': 18.990937499999998, 'xsmm_upstream_best': 18.152}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9889612281648696, 'speedup_best': 0.9984457884245024, 'xsmm_local_avg': 30.530645833333338, 'xsmm_local_best': 29.597, 'xsmm_upstream_avg': 30.193624999999997, 'xsmm_upstream_best': 29.551}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9797130411182389, 'speedup_best': 0.9827456864216054, 'xsmm_local_avg': 27.480708333333336, 'xsmm_local_best': 26.66, 'xsmm_upstream_avg': 26.92320833333333, 'xsmm_upstream_best': 26.2}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0269608320882462, 'speedup_best': 1.0168143791932411, 'xsmm_local_avg': 24.582729166666667, 'xsmm_local_best': 24.146, 'xsmm_upstream_avg': 25.245499999999996, 'xsmm_upstream_best': 24.552}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 0.9891295045032529, 'speedup_best': 0.994079238601151, 'xsmm_local_avg': 18.743395833333334, 'xsmm_local_best': 18.072, 'xsmm_upstream_avg': 18.539645833333335, 'xsmm_upstream_best': 17.965}
