{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0081909084270286, 'speedup_best': 1.0065672886479726, 'xsmm_local_avg': 38.51322916666666, 'xsmm_local_best': 38.372, 'xsmm_upstream_avg': 38.828687499999994, 'xsmm_upstream_best': 38.624}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0660186410673098, 'speedup_best': 1.0657669950897701, 'xsmm_local_avg': 93.26406250000001, 'xsmm_local_best': 93.071, 'xsmm_upstream_avg': 99.42122916666666, 'xsmm_upstream_best': 99.192}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'speedup_avg': 1.0044756532993893, 'speedup_best': 1.004708300293713, 'xsmm_local_avg': 405.271375, 'xsmm_local_best': 404.817, 'xsmm_upstream_avg': 407.08522916666675, 'xsmm_upstream_best': 406.72299999999996}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'speedup_avg': 1.0028676426928254, 'speedup_best': 1.0021481305611142, 'xsmm_local_avg': 177.1853125, 'xsmm_local_best': 176.898, 'xsmm_upstream_avg': 177.69341666666662, 'xsmm_upstream_best': 177.278}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'speedup_avg': 1.0435978536703376, 'speedup_best': 1.0462521248012284, 'xsmm_local_avg': 73.36943750000002, 'xsmm_local_best': 72.948, 'xsmm_upstream_avg': 76.56818750000001, 'xsmm_upstream_best': 76.322}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'speedup_avg': 1.0048821359896194, 'speedup_best': 1.0043256836478087, 'xsmm_local_avg': 253.21908333333332, 'xsmm_local_best': 252.908, 'xsmm_upstream_avg': 254.45533333333344, 'xsmm_upstream_best': 254.002}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'speedup_avg': 1.0011901576694637, 'speedup_best': 1.0018509259015589, 'xsmm_local_avg': 114.30558333333333, 'xsmm_local_best': 113.997, 'xsmm_upstream_avg': 114.44162500000003, 'xsmm_upstream_best': 114.208}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'speedup_avg': 1.0029837993393955, 'speedup_best': 1.0028000687289598, 'xsmm_local_avg': 157.4125625, 'xsmm_local_best': 157.139, 'xsmm_upstream_avg': 157.88225000000006, 'xsmm_upstream_best': 157.579}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0013651236679342, 'speedup_best': 1.0045382006782366, 'xsmm_local_avg': 40.41147916666667, 'xsmm_local_best': 40.104, 'xsmm_upstream_avg': 40.46664583333332, 'xsmm_upstream_best': 40.286}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0116463952601487, 'speedup_best': 1.0158743282348077, 'xsmm_local_avg': 60.99347916666667, 'xsmm_local_best': 60.475, 'xsmm_upstream_avg': 61.703833333333314, 'xsmm_upstream_best': 61.435}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0529741772785524, 'speedup_best': 1.0534355253668042, 'xsmm_local_avg': 93.22781250000001, 'xsmm_local_best': 92.897, 'xsmm_upstream_avg': 98.16647916666666, 'xsmm_upstream_best': 97.861}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9997040849429651, 'speedup_best': 0.9996651868753255, 'xsmm_local_avg': 161.5750833333333, 'xsmm_local_best': 161.284, 'xsmm_upstream_avg': 161.52727083333332, 'xsmm_upstream_best': 161.23}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.002101242124722, 'speedup_best': 1.0021897687267336, 'xsmm_local_avg': 297.27456249999994, 'xsmm_local_best': 296.83500000000004, 'xsmm_upstream_avg': 297.89920833333326, 'xsmm_upstream_best': 297.485}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9984136300553419, 'speedup_best': 0.9980529758417943, 'xsmm_local_avg': 596.2118125000001, 'xsmm_local_best': 595.781, 'xsmm_upstream_avg': 595.266, 'xsmm_upstream_best': 594.621}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0039403276358565, 'speedup_best': 1.0111349821840285, 'xsmm_local_avg': 39.283958333333324, 'xsmm_local_best': 38.168, 'xsmm_upstream_avg': 39.43874999999999, 'xsmm_upstream_best': 38.593}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0113970526877956, 'speedup_best': 1.0106621140620722, 'xsmm_local_avg': 62.415624999999984, 'xsmm_local_best': 62.089, 'xsmm_upstream_avg': 63.12697916666667, 'xsmm_upstream_best': 62.751}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0169176975308896, 'speedup_best': 1.0171691575735635, 'xsmm_local_avg': 96.95714583333331, 'xsmm_local_best': 96.685, 'xsmm_upstream_avg': 98.5974375, 'xsmm_upstream_best': 98.345}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9991290391451944, 'speedup_best': 0.9986912933972049, 'xsmm_local_avg': 162.1772083333333, 'xsmm_local_best': 161.992, 'xsmm_upstream_avg': 162.03595833333333, 'xsmm_upstream_best': 161.78}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0019596445556076, 'speedup_best': 1.0020446315789475, 'xsmm_local_avg': 297.2265208333334, 'xsmm_local_best': 296.875, 'xsmm_upstream_avg': 297.80897916666663, 'xsmm_upstream_best': 297.482}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0041193318067907, 'speedup_best': 1.0042810913417284, 'xsmm_local_avg': 594.6807916666668, 'xsmm_local_best': 594.241, 'xsmm_upstream_avg': 597.1304791666668, 'xsmm_upstream_best': 596.785}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'speedup_avg': 1.055803373877202, 'speedup_best': 1.0556864929722318, 'xsmm_local_avg': 93.68795833333331, 'xsmm_local_best': 93.344, 'xsmm_upstream_avg': 98.91606250000002, 'xsmm_upstream_best': 98.542}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.04343769718359, 'speedup_best': 1.0441925206143554, 'xsmm_local_avg': 94.7918958333333, 'xsmm_local_best': 94.473, 'xsmm_upstream_avg': 98.90943750000002, 'xsmm_upstream_best': 98.648}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'speedup_avg': 1.014202001774389, 'speedup_best': 1.013003294858777, 'xsmm_local_avg': 96.77039583333335, 'xsmm_local_best': 96.514, 'xsmm_upstream_avg': 98.14472916666666, 'xsmm_upstream_best': 97.769}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'speedup_avg': 1.004642640378241, 'speedup_best': 1.0041932375074332, 'xsmm_local_avg': 97.86097916666665, 'xsmm_local_best': 97.538, 'xsmm_upstream_avg': 98.3153125, 'xsmm_upstream_best': 97.947}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'speedup_avg': 1.073140951804665, 'speedup_best': 1.073174154271281, 'xsmm_local_avg': 92.82191666666667, 'xsmm_local_best': 92.642, 'xsmm_upstream_avg': 99.61099999999998, 'xsmm_upstream_best': 99.421}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'speedup_avg': 1.0511459555162108, 'speedup_best': 1.0495609133003354, 'xsmm_local_avg': 94.13541666666669, 'xsmm_local_best': 93.945, 'xsmm_upstream_avg': 98.95006249999999, 'xsmm_upstream_best': 98.601}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'speedup_avg': 1.0676619225222805, 'speedup_best': 1.069606473207032, 'xsmm_local_avg': 92.6185625, 'xsmm_local_best': 92.319, 'xsmm_upstream_avg': 98.8853125, 'xsmm_upstream_best': 98.745}
