{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0111740308592154, 'speedup_best': 1.0090651371308017, 'xsmm_local_avg': 30.660749999999982, 'xsmm_local_best': 30.336, 'xsmm_upstream_avg': 31.00335416666667, 'xsmm_upstream_best': 30.611}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'speedup_avg': 1.016816096471312, 'speedup_best': 1.018631223496152, 'xsmm_local_avg': 51.15510416666665, 'xsmm_local_best': 50.936, 'xsmm_upstream_avg': 52.01533333333333, 'xsmm_upstream_best': 51.885}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0483544387898545, 'speedup_best': 1.0521015419134336, 'xsmm_local_avg': 77.1374375, 'xsmm_local_best': 76.658, 'xsmm_upstream_avg': 80.86737499999998, 'xsmm_upstream_best': 80.652}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'speedup_avg': 1.1249834472388558, 'speedup_best': 1.1254134585985494, 'xsmm_local_avg': 144.8965208333333, 'xsmm_local_best': 143.908, 'xsmm_upstream_avg': 163.00618749999998, 'xsmm_upstream_best': 161.95600000000002}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'speedup_avg': 1.118008418885764, 'speedup_best': 1.1015591725612353, 'xsmm_local_avg': 360.7761666666666, 'xsmm_local_best': 359.229, 'xsmm_upstream_avg': 403.3507916666668, 'xsmm_upstream_best': 395.712}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'speedup_avg': 1.0204844260755437, 'speedup_best': 1.0090630510490697, 'xsmm_local_avg': 867.8869791666667, 'xsmm_local_best': 860.858, 'xsmm_upstream_avg': 885.6651458333332, 'xsmm_upstream_best': 868.66}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'speedup_avg': 1.0095759165804712, 'speedup_best': 1.0036163251248493, 'xsmm_local_avg': 29.28570833333333, 'xsmm_local_best': 29.035, 'xsmm_upstream_avg': 29.566145833333337, 'xsmm_upstream_best': 29.14}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'speedup_avg': 1.0244103338228416, 'speedup_best': 1.0202806878829807, 'xsmm_local_avg': 50.78791666666666, 'xsmm_local_best': 50.59, 'xsmm_upstream_avg': 52.027666666666654, 'xsmm_upstream_best': 51.616}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0420682293476222, 'speedup_best': 1.0386185405050414, 'xsmm_local_avg': 77.89231250000002, 'xsmm_local_best': 77.657, 'xsmm_upstream_avg': 81.16910416666668, 'xsmm_upstream_best': 80.656}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'speedup_avg': 1.126467346881558, 'speedup_best': 1.128834996034562, 'xsmm_local_avg': 144.89906249999999, 'xsmm_local_best': 143.742, 'xsmm_upstream_avg': 163.22406250000003, 'xsmm_upstream_best': 162.261}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'speedup_avg': 1.1002122567590484, 'speedup_best': 1.0857118656108768, 'xsmm_local_avg': 367.9211458333334, 'xsmm_local_best': 365.982, 'xsmm_upstream_avg': 404.79135416666674, 'xsmm_upstream_best': 397.351}
