{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9977430033102619, 'speedup_best': 1.046647747428166, 'xsmm_local_avg': 5.953708333333335, 'xsmm_local_best': 5.638, 'xsmm_upstream_avg': 5.940270833333336, 'xsmm_upstream_best': 5.901}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 125, 'a_size': 18750, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.041368540845114, 'speedup_best': 1.0426703555419587, 'xsmm_local_avg': 75.40452083333334, 'xsmm_local_best': 75.181, 'xsmm_upstream_avg': 78.52389583333334, 'xsmm_upstream_best': 78.389}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 375, 'a_size': 56250, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.013333333333333334, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0338110578696593, 'speedup_best': 1.033944457337356, 'xsmm_local_avg': 129.44174999999996, 'xsmm_local_best': 129.26999999999998, 'xsmm_upstream_avg': 133.81831249999993, 'xsmm_upstream_best': 133.658}
{'a_cols': 375, 'a_nonzero': 1650, 'a_rows': 125, 'a_size': 46875, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0352, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.1289712440117008, 'speedup_best': 1.1211282879130493, 'xsmm_local_avg': 162.83927083333336, 'xsmm_local_best': 162.299, 'xsmm_upstream_avg': 183.84085416666665, 'xsmm_upstream_best': 181.958}
{'a_cols': 125, 'a_nonzero': 1650, 'a_rows': 375, 'a_size': 46875, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0352, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 0.9957723270922609, 'speedup_best': 0.9957042445987708, 'xsmm_local_avg': 142.88297916666662, 'xsmm_local_best': 142.699, 'xsmm_upstream_avg': 142.27891666666665, 'xsmm_upstream_best': 142.086}
{'a_cols': 125, 'a_nonzero': 750, 'a_rows': 150, 'a_size': 18750, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m0.txt', 'speedup_avg': 1.036121343556379, 'speedup_best': 1.0382097957369032, 'xsmm_local_avg': 81.27062500000001, 'xsmm_local_best': 80.974, 'xsmm_upstream_avg': 84.20622916666666, 'xsmm_upstream_best': 84.068}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 125, 'a_size': 18750, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m3.txt', 'speedup_avg': 1.0414433271472423, 'speedup_best': 1.0431744347941392, 'xsmm_local_avg': 75.76360416666665, 'xsmm_local_best': 75.415, 'xsmm_upstream_avg': 78.9035, 'xsmm_upstream_best': 78.671}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 375, 'a_size': 56250, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'density': 0.013333333333333334, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m6.txt', 'speedup_avg': 1.034165869419619, 'speedup_best': 1.0330768933390033, 'xsmm_local_avg': 129.52558333333334, 'xsmm_local_best': 129.335, 'xsmm_upstream_avg': 133.95093749999998, 'xsmm_upstream_best': 133.613}
{'a_cols': 375, 'a_nonzero': 1800, 'a_rows': 125, 'a_size': 46875, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0384, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m132.txt', 'speedup_avg': 1.131777778531816, 'speedup_best': 1.1298190926126956, 'xsmm_local_avg': 165.77418749999998, 'xsmm_local_best': 164.891, 'xsmm_upstream_avg': 187.61954166666672, 'xsmm_upstream_best': 186.297}
{'a_cols': 125, 'a_nonzero': 1800, 'a_rows': 375, 'a_size': 46875, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0384, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m460.txt', 'speedup_avg': 0.9862669345445613, 'speedup_best': 0.9863329017407567, 'xsmm_local_avg': 146.16941666666662, 'xsmm_local_best': 145.971, 'xsmm_upstream_avg': 144.1620625, 'xsmm_upstream_best': 143.976}
{'a_cols': 216, 'a_nonzero': 216, 'a_rows': 216, 'a_size': 46656, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.004629629629629629, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0272068581791205, 'speedup_best': 1.0281072630255241, 'xsmm_local_avg': 88.45885416666665, 'xsmm_local_best': 88.269, 'xsmm_upstream_avg': 90.86554166666666, 'xsmm_upstream_best': 90.75}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0134892349669355, 'speedup_best': 1.0148333015496613, 'xsmm_local_avg': 120.94520833333335, 'xsmm_local_best': 120.607, 'xsmm_upstream_avg': 122.57666666666667, 'xsmm_upstream_best': 122.396}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9863388188902272, 'speedup_best': 0.9864449037472313, 'xsmm_local_avg': 216.06233333333338, 'xsmm_local_best': 215.78599999999994, 'xsmm_upstream_avg': 213.11066666666662, 'xsmm_upstream_best': 212.861}
{'a_cols': 648, 'a_nonzero': 3456, 'a_rows': 216, 'a_size': 139968, 'a_unique': 32, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.0765715197693293, 'speedup_best': 1.0710541451885938, 'xsmm_local_avg': 367.8551666666667, 'xsmm_local_best': 366.847, 'xsmm_upstream_avg': 396.0223958333333, 'xsmm_upstream_best': 392.913}
{'a_cols': 216, 'a_nonzero': 3456, 'a_rows': 648, 'a_size': 139968, 'a_unique': 32, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 0.9968537749620566, 'speedup_best': 0.997154156180817, 'xsmm_local_avg': 264.5233541666666, 'xsmm_local_best': 264.245, 'xsmm_upstream_avg': 263.69110416666666, 'xsmm_upstream_best': 263.493}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m0.txt', 'speedup_avg': 1.06982161131003, 'speedup_best': 1.0721035832202712, 'xsmm_local_avg': 127.97195833333332, 'xsmm_local_best': 127.511, 'xsmm_upstream_avg': 136.90716666666668, 'xsmm_upstream_best': 136.705}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m3.txt', 'speedup_avg': 1.0262269878589432, 'speedup_best': 1.027580706797149, 'xsmm_local_avg': 120.7661875, 'xsmm_local_best': 120.374, 'xsmm_upstream_avg': 123.93352083333336, 'xsmm_upstream_best': 123.694}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 12, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m6.txt', 'speedup_avg': 0.9861243323323508, 'speedup_best': 0.9863041027377876, 'xsmm_local_avg': 215.74637500000006, 'xsmm_local_best': 215.539, 'xsmm_upstream_avg': 212.75275000000002, 'xsmm_upstream_best': 212.587}
{'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 36, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m132.txt', 'speedup_avg': 1.0589438683436359, 'speedup_best': 1.0475875592849326, 'xsmm_local_avg': 395.81831250000005, 'xsmm_local_best': 394.704, 'xsmm_upstream_avg': 419.14937500000013, 'xsmm_upstream_best': 413.487}
{'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 36, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m460.txt', 'speedup_avg': 0.9953436819862916, 'speedup_best': 0.9956231861893682, 'xsmm_local_avg': 274.971375, 'xsmm_local_best': 274.629, 'xsmm_upstream_avg': 273.69102083333337, 'xsmm_upstream_best': 273.427}
{'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0303752188880355, 'speedup_best': 1.0316706514263256, 'xsmm_local_avg': 122.43464583333338, 'xsmm_local_best': 122.132, 'xsmm_upstream_avg': 126.15362499999998, 'xsmm_upstream_best': 126.0}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0652675490075467, 'speedup_best': 1.0685201531454935, 'xsmm_local_avg': 185.59216666666666, 'xsmm_local_best': 184.661, 'xsmm_upstream_avg': 197.7053125000001, 'xsmm_upstream_best': 197.314}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0052321888022528, 'speedup_best': 1.005068423720223, 'xsmm_local_avg': 339.7558333333333, 'xsmm_local_best': 339.356, 'xsmm_upstream_avg': 341.53350000000006, 'xsmm_upstream_best': 341.076}
{'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 44, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.0319612666267068, 'speedup_best': 1.0117469309595724, 'xsmm_local_avg': 708.5190625, 'xsmm_local_best': 702.9069999999999, 'xsmm_upstream_avg': 731.1642291666668, 'xsmm_upstream_best': 711.164}
{'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 44, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0962698655893528, 'speedup_best': 1.073262689399695, 'xsmm_local_avg': 594.4206041666665, 'xsmm_local_best': 592.2660000000001, 'xsmm_upstream_avg': 651.6453958333334, 'xsmm_upstream_best': 635.6569999999999}
{'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m0.txt', 'speedup_avg': 1.1132129383166915, 'speedup_best': 1.1092211366362803, 'xsmm_local_avg': 312.429875, 'xsmm_local_best': 311.762, 'xsmm_upstream_avg': 347.80097916666665, 'xsmm_upstream_best': 345.813}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m3.txt', 'speedup_avg': 1.0697558945948982, 'speedup_best': 1.075481035926776, 'xsmm_local_avg': 185.41085416666667, 'xsmm_local_best': 183.874, 'xsmm_upstream_avg': 198.3443541666667, 'xsmm_upstream_best': 197.753}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m6.txt', 'speedup_avg': 1.0086843492184827, 'speedup_best': 1.009134215903412, 'xsmm_local_avg': 338.8878958333334, 'xsmm_local_best': 338.179, 'xsmm_upstream_avg': 341.83091666666684, 'xsmm_upstream_best': 341.268}
{'a_cols': 1029, 'a_nonzero': 7056, 'a_rows': 343, 'a_size': 352947, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m132.txt', 'speedup_avg': 1.0600831635224377, 'speedup_best': 1.0422022502744237, 'xsmm_local_avg': 734.2011041666666, 'xsmm_local_best': 728.8, 'xsmm_upstream_avg': 778.3142291666668, 'xsmm_upstream_best': 759.557}
{'a_cols': 343, 'a_nonzero': 7056, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m460.txt', 'speedup_avg': 1.1455035929715598, 'speedup_best': 1.1432879321290474, 'xsmm_local_avg': 626.4951250000003, 'xsmm_local_best': 623.7719999999999, 'xsmm_upstream_avg': 717.6524166666668, 'xsmm_upstream_best': 713.1510000000001}
{'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'example_mats_med/quad/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9969149969576958, 'speedup_best': 1.1069549970777322, 'xsmm_local_avg': 1.9516458333333333, 'xsmm_local_best': 1.711, 'xsmm_upstream_avg': 1.9456249999999997, 'xsmm_upstream_best': 1.894}
{'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'example_mats_med/quad/p1/gauss-legendre/m3.txt', 'speedup_avg': 1.0064964881549636, 'speedup_best': 1.0329670329670328, 'xsmm_local_avg': 1.225020833333333, 'xsmm_local_best': 1.183, 'xsmm_upstream_avg': 1.2329791666666667, 'xsmm_upstream_best': 1.222}
