{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'b_num_col': 1398101, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.0044007830162094, 'speedup_best': 1.0062016568263994, 'xsmm_local_avg': 43.83689583333333, 'xsmm_local_best': 43.698, 'xsmm_upstream_avg': 44.0298125, 'xsmm_upstream_best': 43.969}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'b_num_col': 1398101, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9527543165784237, 'speedup_best': 0.9998543600946659, 'xsmm_local_avg': 29.11377083333333, 'xsmm_local_best': 27.465, 'xsmm_upstream_avg': 27.738270833333342, 'xsmm_upstream_best': 27.461}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'b_num_col': 1398101, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.1208443926750562, 'speedup_best': 1.0182329906999512, 'xsmm_local_avg': 50.186958333333315, 'xsmm_local_best': 49.032, 'xsmm_upstream_avg': 56.25177083333333, 'xsmm_upstream_best': 49.926}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'b_num_col': 1398101, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 0.968012480400158, 'speedup_best': 0.9993465475931169, 'xsmm_local_avg': 28.871937499999998, 'xsmm_local_best': 27.546, 'xsmm_upstream_avg': 27.948395833333333, 'xsmm_upstream_best': 27.528}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'b_num_col': 1398101, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 1.0033493448198902, 'speedup_best': 1.0072235386137247, 'xsmm_local_avg': 43.683916666666654, 'xsmm_local_best': 43.469, 'xsmm_upstream_avg': 43.830229166666676, 'xsmm_upstream_best': 43.783}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'b_num_col': 621378, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.080889051872819, 'speedup_best': 1.0135688917220655, 'xsmm_local_avg': 47.266645833333335, 'xsmm_local_best': 43.924, 'xsmm_upstream_avg': 51.089999999999996, 'xsmm_upstream_best': 44.52}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'b_num_col': 621378, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.994030564335567, 'speedup_best': 0.9953637283477053, 'xsmm_local_avg': 66.66947916666668, 'xsmm_local_best': 66.217, 'xsmm_upstream_avg': 66.2715, 'xsmm_upstream_best': 65.91}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'b_num_col': 414252, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0118716961654315, 'speedup_best': 1.0026471481679708, 'xsmm_local_avg': 69.26137499999999, 'xsmm_local_best': 69.131, 'xsmm_upstream_avg': 70.083625, 'xsmm_upstream_best': 69.314}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'b_num_col': 414252, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9987112686446273, 'speedup_best': 0.9986691593523241, 'xsmm_local_avg': 63.40214583333333, 'xsmm_local_best': 63.118, 'xsmm_upstream_avg': 63.320437500000004, 'xsmm_upstream_best': 63.034}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'b_num_col': 414252, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0160347940141552, 'speedup_best': 1.0102455396573042, 'xsmm_local_avg': 58.07033333333333, 'xsmm_local_best': 56.61, 'xsmm_upstream_avg': 59.001479166666655, 'xsmm_upstream_best': 57.19}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'b_num_col': 621378, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.023862718307314, 'speedup_best': 1.0242805574041582, 'xsmm_local_avg': 49.692229166666664, 'xsmm_local_best': 49.587, 'xsmm_upstream_avg': 50.87802083333332, 'xsmm_upstream_best': 50.791}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'b_num_col': 621378, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m3.txt', 'speedup_avg': 1.0176636761754054, 'speedup_best': 1.0171283861560894, 'xsmm_local_avg': 65.27402083333332, 'xsmm_local_best': 65.155, 'xsmm_upstream_avg': 66.42699999999999, 'xsmm_upstream_best': 66.271}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'b_num_col': 414252, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m6.txt', 'speedup_avg': 1.0210008088756628, 'speedup_best': 1.0199380029979772, 'xsmm_local_avg': 68.8455625, 'xsmm_local_best': 68.713, 'xsmm_upstream_avg': 70.291375, 'xsmm_upstream_best': 70.083}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'b_num_col': 414252, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m132.txt', 'speedup_avg': 1.0310778202496769, 'speedup_best': 1.0316279069767442, 'xsmm_local_avg': 61.48945833333334, 'xsmm_local_best': 61.275, 'xsmm_upstream_avg': 63.40041666666667, 'xsmm_upstream_best': 63.213}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'b_num_col': 414252, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m460.txt', 'speedup_avg': 1.0073120023870112, 'speedup_best': 0.9991781492620829, 'xsmm_local_avg': 58.511104166666684, 'xsmm_local_best': 57.188, 'xsmm_upstream_avg': 58.93893750000001, 'xsmm_upstream_best': 57.141}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'b_num_col': 349525, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0145181646083115, 'speedup_best': 1.0142253455721872, 'xsmm_local_avg': 64.70916666666668, 'xsmm_local_best': 64.603, 'xsmm_upstream_avg': 65.64862500000001, 'xsmm_upstream_best': 65.522}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'b_num_col': 349525, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0483879247666608, 'speedup_best': 1.0476931956991555, 'xsmm_local_avg': 74.67212499999998, 'xsmm_local_best': 74.497, 'xsmm_upstream_avg': 78.28535416666666, 'xsmm_upstream_best': 78.05}
