{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.0270499678535563, 'speedup_best': 1.0515636634400596, 'xsmm_local_avg': 5.767875000000001, 'xsmm_local_best': 5.372, 'xsmm_upstream_avg': 5.923895833333332, 'xsmm_upstream_best': 5.649}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9969003555474515, 'speedup_best': 1.0152457996266335, 'xsmm_local_avg': 3.4278125000000017, 'xsmm_local_best': 3.214, 'xsmm_upstream_avg': 3.4171875000000003, 'xsmm_upstream_best': 3.263}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.038452425388273, 'speedup_best': 1.0397664510020515, 'xsmm_local_avg': 6.418645833333334, 'xsmm_local_best': 6.337, 'xsmm_upstream_avg': 6.6654583333333335, 'xsmm_upstream_best': 6.589}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0295134827553507, 'speedup_best': 1.0261335012594457, 'xsmm_local_avg': 3.295104166666666, 'xsmm_local_best': 3.176, 'xsmm_upstream_avg': 3.392354166666667, 'xsmm_upstream_best': 3.259}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 1.0307772371452173, 'speedup_best': 1.1130681818181818, 'xsmm_local_avg': 5.724604166666668, 'xsmm_local_best': 5.28, 'xsmm_upstream_avg': 5.9007916666666675, 'xsmm_upstream_best': 5.877}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0119837471287503, 'speedup_best': 1.0106971597196606, 'xsmm_local_avg': 13.659125000000001, 'xsmm_local_best': 13.555, 'xsmm_upstream_avg': 13.822812499999992, 'xsmm_upstream_best': 13.7}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.405107577751275, 'speedup_best': 1.413365259033522, 'xsmm_local_avg': 14.201937500000005, 'xsmm_local_best': 13.782, 'xsmm_upstream_avg': 19.955250000000003, 'xsmm_upstream_best': 19.479}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0166859995812512, 'speedup_best': 1.0184643690245425, 'xsmm_local_avg': 30.945354166666664, 'xsmm_local_best': 30.437, 'xsmm_upstream_avg': 31.461708333333334, 'xsmm_upstream_best': 30.999}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.984564970713427, 'speedup_best': 0.9643925682414214, 'xsmm_local_avg': 27.668395833333324, 'xsmm_local_best': 27.073, 'xsmm_upstream_avg': 27.24133333333333, 'xsmm_upstream_best': 26.109}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0367914205237085, 'speedup_best': 1.038837588267246, 'xsmm_local_avg': 22.351791666666667, 'xsmm_local_best': 22.092, 'xsmm_upstream_avg': 23.174145833333327, 'xsmm_upstream_best': 22.95}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0216090914230793, 'speedup_best': 1.0206825232678387, 'xsmm_local_avg': 16.581562499999997, 'xsmm_local_best': 16.439, 'xsmm_upstream_avg': 16.939875, 'xsmm_upstream_best': 16.779}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m3.txt', 'speedup_avg': 1.4045000072138611, 'speedup_best': 1.4329948873046734, 'xsmm_local_avg': 14.439791666666673, 'xsmm_local_best': 13.887, 'xsmm_upstream_avg': 20.280687499999996, 'xsmm_upstream_best': 19.9}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m6.txt', 'speedup_avg': 1.0204617052233476, 'speedup_best': 1.023542266812357, 'xsmm_local_avg': 30.77089583333333, 'xsmm_local_best': 30.201, 'xsmm_upstream_avg': 31.40052083333333, 'xsmm_upstream_best': 30.912}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m132.txt', 'speedup_avg': 1.0043972514175052, 'speedup_best': 1.0076131913180337, 'xsmm_local_avg': 27.744604166666672, 'xsmm_local_best': 27.321, 'xsmm_upstream_avg': 27.866604166666672, 'xsmm_upstream_best': 27.529}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m460.txt', 'speedup_avg': 1.0268957220360546, 'speedup_best': 1.0383264276706898, 'xsmm_local_avg': 22.598854166666666, 'xsmm_local_best': 22.204, 'xsmm_upstream_avg': 23.206666666666667, 'xsmm_upstream_best': 23.055}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.033039580946066, 'speedup_best': 1.0475548767705807, 'xsmm_local_avg': 34.43470833333333, 'xsmm_local_best': 33.393, 'xsmm_upstream_avg': 35.57241666666667, 'xsmm_upstream_best': 34.981}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.1734094213610797, 'speedup_best': 1.1615086497416311, 'xsmm_local_avg': 36.00727083333333, 'xsmm_local_best': 35.608, 'xsmm_upstream_avg': 42.25127083333334, 'xsmm_upstream_best': 41.359}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.130957547591988, 'speedup_best': 1.123294125292435, 'xsmm_local_avg': 61.68427083333336, 'xsmm_local_best': 61.552, 'xsmm_upstream_avg': 69.76229166666668, 'xsmm_upstream_best': 69.14099999999996}
{'a_cols': 192, 'a_nonzero': 672, 'a_rows': 64, 'a_size': 12288, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.2169597006071267, 'speedup_best': 1.2164315050344463, 'xsmm_local_avg': 60.54475, 'xsmm_local_best': 60.384, 'xsmm_upstream_avg': 73.68052083333333, 'xsmm_upstream_best': 73.453}
{'a_cols': 64, 'a_nonzero': 672, 'a_rows': 192, 'a_size': 12288, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.1200805686014932, 'speedup_best': 1.116028034992582, 'xsmm_local_avg': 58.966312499999994, 'xsmm_local_best': 58.641, 'xsmm_upstream_avg': 66.04702083333333, 'xsmm_upstream_best': 65.445}
{'a_cols': 64, 'a_nonzero': 384, 'a_rows': 96, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m0.txt', 'speedup_avg': 1.2135288525388988, 'speedup_best': 1.1864755285259194, 'xsmm_local_avg': 34.88716666666668, 'xsmm_local_best': 34.53, 'xsmm_upstream_avg': 42.33658333333333, 'xsmm_upstream_best': 40.969}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m3.txt', 'speedup_avg': 1.1510025760081417, 'speedup_best': 1.1321589535011543, 'xsmm_local_avg': 36.684666666666665, 'xsmm_local_best': 36.388, 'xsmm_upstream_avg': 42.22414583333334, 'xsmm_upstream_best': 41.197}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m6.txt', 'speedup_avg': 1.1307594537694592, 'speedup_best': 1.1278950870757793, 'xsmm_local_avg': 61.72912500000001, 'xsmm_local_best': 61.613, 'xsmm_upstream_avg': 69.80079166666668, 'xsmm_upstream_best': 69.493}
{'a_cols': 192, 'a_nonzero': 768, 'a_rows': 64, 'a_size': 12288, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m132.txt', 'speedup_avg': 1.359429241641078, 'speedup_best': 1.3569048631787892, 'xsmm_local_avg': 56.55633333333333, 'xsmm_local_best': 56.424, 'xsmm_upstream_avg': 76.88433333333334, 'xsmm_upstream_best': 76.562}
{'a_cols': 64, 'a_nonzero': 768, 'a_rows': 192, 'a_size': 12288, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m460.txt', 'speedup_avg': 1.0928511721988714, 'speedup_best': 1.0841129151170603, 'xsmm_local_avg': 61.43635416666667, 'xsmm_local_best': 61.037, 'xsmm_upstream_avg': 67.14079166666669, 'xsmm_upstream_best': 66.171}
{'a_cols': 125, 'a_nonzero': 150, 'a_rows': 150, 'a_size': 18750, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.008, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0276287057926572, 'speedup_best': 1.0164967269791685, 'xsmm_local_avg': 57.49304166666668, 'xsmm_local_best': 56.981, 'xsmm_upstream_avg': 59.0815, 'xsmm_upstream_best': 57.921}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 125, 'a_size': 18750, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.2681002833182724, 'speedup_best': 1.2670027631004896, 'xsmm_local_avg': 62.040062500000005, 'xsmm_local_best': 61.887, 'xsmm_upstream_avg': 78.67302083333334, 'xsmm_upstream_best': 78.411}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 375, 'a_size': 56250, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.013333333333333334, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.1470207856491557, 'speedup_best': 1.1476805232808331, 'xsmm_local_avg': 116.43450000000003, 'xsmm_local_best': 116.19, 'xsmm_upstream_avg': 133.55279166666665, 'xsmm_upstream_best': 133.349}
{'a_cols': 375, 'a_nonzero': 1650, 'a_rows': 125, 'a_size': 46875, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0352, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.2356158854197445, 'speedup_best': 1.2338381873549495, 'xsmm_local_avg': 149.78147916666674, 'xsmm_local_best': 149.086, 'xsmm_upstream_avg': 185.07237499999994, 'xsmm_upstream_best': 183.948}
{'a_cols': 125, 'a_nonzero': 1650, 'a_rows': 375, 'a_size': 46875, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0352, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.081821127031038, 'speedup_best': 1.0827281603759191, 'xsmm_local_avg': 131.37652083333333, 'xsmm_local_best': 131.092, 'xsmm_upstream_avg': 142.12589583333332, 'xsmm_upstream_best': 141.937}
