{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.0239897217753688, 'speedup_best': 1.0546399140093157, 'xsmm_local_avg': 5.7889375, 'xsmm_local_best': 5.582, 'xsmm_upstream_avg': 5.927812499999999, 'xsmm_upstream_best': 5.887}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m460.txt', 'speedup_avg': 1.0314803537130777, 'speedup_best': 1.0368388190170368, 'xsmm_local_avg': 22.680812500000005, 'xsmm_local_best': 22.422, 'xsmm_upstream_avg': 23.3948125, 'xsmm_upstream_best': 23.248}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0229847891619273, 'speedup_best': 1.0181483505421496, 'xsmm_local_avg': 34.92164583333334, 'xsmm_local_best': 34.769, 'xsmm_upstream_avg': 35.7243125, 'xsmm_upstream_best': 35.4}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0863123142319406, 'speedup_best': 1.084123192314608, 'xsmm_local_avg': 39.17435416666667, 'xsmm_local_best': 38.931, 'xsmm_upstream_avg': 42.55558333333333, 'xsmm_upstream_best': 42.206}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.1324279829309798, 'speedup_best': 1.1322982371017307, 'xsmm_local_avg': 62.03245833333332, 'xsmm_local_best': 61.83, 'xsmm_upstream_avg': 70.2472916666667, 'xsmm_upstream_best': 70.01}
{'a_cols': 192, 'a_nonzero': 672, 'a_rows': 64, 'a_size': 12288, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.2423404976991494, 'speedup_best': 1.2417947181787268, 'xsmm_local_avg': 61.97435416666665, 'xsmm_local_best': 61.759, 'xsmm_upstream_avg': 76.99325, 'xsmm_upstream_best': 76.692}
{'a_cols': 64, 'a_nonzero': 672, 'a_rows': 192, 'a_size': 12288, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.12391138676856, 'speedup_best': 1.1230614882328935, 'xsmm_local_avg': 59.185104166666655, 'xsmm_local_best': 58.808, 'xsmm_upstream_avg': 66.5188125, 'xsmm_upstream_best': 66.045}
{'a_cols': 64, 'a_nonzero': 384, 'a_rows': 96, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m0.txt', 'speedup_avg': 1.2660306198563787, 'speedup_best': 1.244185356591907, 'xsmm_local_avg': 33.85058333333333, 'xsmm_local_best': 33.708, 'xsmm_upstream_avg': 42.855875, 'xsmm_upstream_best': 41.939}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m3.txt', 'speedup_avg': 1.0773529479868564, 'speedup_best': 1.0802414118006571, 'xsmm_local_avg': 39.58774999999999, 'xsmm_local_best': 39.269, 'xsmm_upstream_avg': 42.64997916666667, 'xsmm_upstream_best': 42.42}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m6.txt', 'speedup_avg': 1.1343959293611778, 'speedup_best': 1.1333020759231713, 'xsmm_local_avg': 61.93949999999998, 'xsmm_local_best': 61.852, 'xsmm_upstream_avg': 70.26391666666666, 'xsmm_upstream_best': 70.097}
{'a_cols': 192, 'a_nonzero': 768, 'a_rows': 64, 'a_size': 12288, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m132.txt', 'speedup_avg': 1.3693362488658898, 'speedup_best': 1.3665368174296748, 'xsmm_local_avg': 58.23216666666668, 'xsmm_local_best': 58.016, 'xsmm_upstream_avg': 79.73941666666666, 'xsmm_upstream_best': 79.281}
{'a_cols': 64, 'a_nonzero': 768, 'a_rows': 192, 'a_size': 12288, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre/m460.txt', 'speedup_avg': 1.0902576242110704, 'speedup_best': 1.0898443242890048, 'xsmm_local_avg': 61.69354166666667, 'xsmm_local_best': 61.217, 'xsmm_upstream_avg': 67.26185416666668, 'xsmm_upstream_best': 66.717}
{'a_cols': 125, 'a_nonzero': 150, 'a_rows': 150, 'a_size': 18750, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.008, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0288699887954942, 'speedup_best': 1.0267857142857144, 'xsmm_local_avg': 57.78924999999999, 'xsmm_local_best': 57.568, 'xsmm_upstream_avg': 59.457625, 'xsmm_upstream_best': 59.11}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 125, 'a_size': 18750, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.2478688795583035, 'speedup_best': 1.2490171423114265, 'xsmm_local_avg': 63.01458333333335, 'xsmm_local_best': 62.827, 'xsmm_upstream_avg': 78.63393750000003, 'xsmm_upstream_best': 78.472}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 375, 'a_size': 56250, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.013333333333333334, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.1517115202218127, 'speedup_best': 1.1502376114879989, 'xsmm_local_avg': 116.28429166666668, 'xsmm_local_best': 116.156, 'xsmm_upstream_avg': 133.92595833333334, 'xsmm_upstream_best': 133.607}
{'a_cols': 375, 'a_nonzero': 1650, 'a_rows': 125, 'a_size': 46875, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0352, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.2256677283735582, 'speedup_best': 1.2197592340331234, 'xsmm_local_avg': 153.93843750000002, 'xsmm_local_best': 153.427, 'xsmm_upstream_avg': 188.67737499999998, 'xsmm_upstream_best': 187.144}
{'a_cols': 125, 'a_nonzero': 1650, 'a_rows': 375, 'a_size': 46875, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0352, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0826730985364132, 'speedup_best': 1.0858791116793765, 'xsmm_local_avg': 131.98166666666665, 'xsmm_local_best': 131.394, 'xsmm_upstream_avg': 142.89300000000003, 'xsmm_upstream_best': 142.678}
{'a_cols': 125, 'a_nonzero': 750, 'a_rows': 150, 'a_size': 18750, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m0.txt', 'speedup_avg': 1.2849606056218899, 'speedup_best': 1.285568002934389, 'xsmm_local_avg': 65.61850000000001, 'xsmm_local_best': 65.431, 'xsmm_upstream_avg': 84.31718749999999, 'xsmm_upstream_best': 84.116}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 125, 'a_size': 18750, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m3.txt', 'speedup_avg': 1.2419226473121414, 'speedup_best': 1.2422251562922546, 'xsmm_local_avg': 63.06018749999999, 'xsmm_local_best': 62.863, 'xsmm_upstream_avg': 78.31587499999999, 'xsmm_upstream_best': 78.09}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 375, 'a_size': 56250, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'density': 0.013333333333333334, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m6.txt', 'speedup_avg': 1.1499268710462982, 'speedup_best': 1.1496939056266335, 'xsmm_local_avg': 116.51791666666668, 'xsmm_local_best': 116.304, 'xsmm_upstream_avg': 133.98708333333335, 'xsmm_upstream_best': 133.714}
{'a_cols': 375, 'a_nonzero': 1800, 'a_rows': 125, 'a_size': 46875, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0384, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m132.txt', 'speedup_avg': 1.2074687141059293, 'speedup_best': 1.204082275887718, 'xsmm_local_avg': 159.2504166666666, 'xsmm_local_best': 158.637, 'xsmm_upstream_avg': 192.28989583333336, 'xsmm_upstream_best': 191.01199999999994}
{'a_cols': 125, 'a_nonzero': 1800, 'a_rows': 375, 'a_size': 46875, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0384, 'mat_file': 'example_mats_med/hex/p4/gauss-legendre/m460.txt', 'speedup_avg': 1.0868616362238857, 'speedup_best': 1.0910960297075194, 'xsmm_local_avg': 133.40829166666666, 'xsmm_local_best': 132.761, 'xsmm_upstream_avg': 144.9963541666667, 'xsmm_upstream_best': 144.855}
{'a_cols': 216, 'a_nonzero': 216, 'a_rows': 216, 'a_size': 46656, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.004629629629629629, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0466464732423488, 'speedup_best': 1.0456848681166127, 'xsmm_local_avg': 86.56558333333335, 'xsmm_local_best': 86.44, 'xsmm_upstream_avg': 90.6035625, 'xsmm_upstream_best': 90.389}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.251325146609192, 'speedup_best': 1.2531143171678543, 'xsmm_local_avg': 103.91145833333337, 'xsmm_local_best': 103.554, 'xsmm_upstream_avg': 130.02702083333332, 'xsmm_upstream_best': 129.765}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.122393259434359, 'speedup_best': 1.1219785587577447, 'xsmm_local_avg': 194.72154166666667, 'xsmm_local_best': 194.485, 'xsmm_upstream_avg': 218.55414583333337, 'xsmm_upstream_best': 218.208}
{'a_cols': 648, 'a_nonzero': 3456, 'a_rows': 216, 'a_size': 139968, 'a_unique': 32, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.126394631458274, 'speedup_best': 1.1239584413788335, 'xsmm_local_avg': 348.8656875, 'xsmm_local_best': 347.076, 'xsmm_upstream_avg': 392.9604374999999, 'xsmm_upstream_best': 390.09900000000005}
{'a_cols': 216, 'a_nonzero': 3456, 'a_rows': 648, 'a_size': 139968, 'a_unique': 32, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.1311851208921804, 'speedup_best': 1.1324972630207617, 'xsmm_local_avg': 255.5574375, 'xsmm_local_best': 254.843, 'xsmm_upstream_avg': 289.0827708333333, 'xsmm_upstream_best': 288.609}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m0.txt', 'speedup_avg': 1.2130535068449602, 'speedup_best': 1.2138548296871932, 'xsmm_local_avg': 132.7816875, 'xsmm_local_best': 132.286, 'xsmm_upstream_avg': 161.0712916666666, 'xsmm_upstream_best': 160.57600000000002}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m3.txt', 'speedup_avg': 1.250061136429428, 'speedup_best': 1.2495579496594038, 'xsmm_local_avg': 103.84902083333331, 'xsmm_local_best': 103.495, 'xsmm_upstream_avg': 129.817625, 'xsmm_upstream_best': 129.323}
{'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 12, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m6.txt', 'speedup_avg': 1.124394918787267, 'speedup_best': 1.1243639951894908, 'xsmm_local_avg': 194.9419791666667, 'xsmm_local_best': 194.574, 'xsmm_upstream_avg': 219.19177083333332, 'xsmm_upstream_best': 218.772}
{'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 36, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m132.txt', 'speedup_avg': 1.114654448383788, 'speedup_best': 1.1138480443863128, 'xsmm_local_avg': 381.0091666666667, 'xsmm_local_best': 379.216, 'xsmm_upstream_avg': 424.6935625000001, 'xsmm_upstream_best': 422.389}
{'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 36, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'example_mats_med/hex/p5/gauss-legendre/m460.txt', 'speedup_avg': 1.1501970462015387, 'speedup_best': 1.151351556423924, 'xsmm_local_avg': 264.4631458333333, 'xsmm_local_best': 263.585, 'xsmm_upstream_avg': 304.1847291666667, 'xsmm_upstream_best': 303.479}
{'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.06153746115621, 'speedup_best': 1.062346503156472, 'xsmm_local_avg': 121.74833333333333, 'xsmm_local_best': 121.338, 'xsmm_upstream_avg': 129.24041666666665, 'xsmm_upstream_best': 128.903}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.2349952243626001, 'speedup_best': 1.2310924889070167, 'xsmm_local_avg': 162.41287500000004, 'xsmm_local_best': 161.814, 'xsmm_upstream_avg': 200.57912499999998, 'xsmm_upstream_best': 199.208}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0442100775527694, 'speedup_best': 1.04572403200349, 'xsmm_local_avg': 331.3201041666667, 'xsmm_local_best': 330.089, 'xsmm_upstream_avg': 345.96779166666664, 'xsmm_upstream_best': 345.182}
{'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 44, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.1138299063559023, 'speedup_best': 1.1026853940761228, 'xsmm_local_avg': 662.9110625, 'xsmm_local_best': 659.568, 'xsmm_upstream_avg': 738.3701666666666, 'xsmm_upstream_best': 727.296}
{'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 44, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.2621061074378461, 'speedup_best': 1.2609626933336837, 'xsmm_local_avg': 534.2972916666666, 'xsmm_local_best': 532.693, 'xsmm_upstream_avg': 674.3398750000001, 'xsmm_upstream_best': 671.706}
{'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m0.txt', 'speedup_avg': 1.2792665202384297, 'speedup_best': 1.2814744004696883, 'xsmm_local_avg': 267.48977083333335, 'xsmm_local_best': 265.708, 'xsmm_upstream_avg': 342.19070833333336, 'xsmm_upstream_best': 340.498}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m3.txt', 'speedup_avg': 1.2392609003449815, 'speedup_best': 1.239750512008937, 'xsmm_local_avg': 161.8263958333333, 'xsmm_local_best': 161.13, 'xsmm_upstream_avg': 200.54512499999998, 'xsmm_upstream_best': 199.761}
{'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m6.txt', 'speedup_avg': 1.0428647682849588, 'speedup_best': 1.0419427587586618, 'xsmm_local_avg': 330.3873958333333, 'xsmm_local_best': 329.902, 'xsmm_upstream_avg': 344.54937500000005, 'xsmm_upstream_best': 343.73900000000003}
{'a_cols': 1029, 'a_nonzero': 7056, 'a_rows': 343, 'a_size': 352947, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m132.txt', 'speedup_avg': 1.0997600996327381, 'speedup_best': 1.0923141287694353, 'xsmm_local_avg': 706.8125208333332, 'xsmm_local_best': 700.337, 'xsmm_upstream_avg': 777.3242083333333, 'xsmm_upstream_best': 764.988}
{'a_cols': 343, 'a_nonzero': 7056, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'example_mats_med/hex/p6/gauss-legendre/m460.txt', 'speedup_avg': 1.2695876824003436, 'speedup_best': 1.2662971797889018, 'xsmm_local_avg': 565.0816874999999, 'xsmm_local_best': 562.582, 'xsmm_upstream_avg': 717.4207500000001, 'xsmm_upstream_best': 712.396}
{'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'example_mats_med/quad/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.0000213349263414, 'speedup_best': 1.1044520547945207, 'xsmm_local_avg': 1.9529791666666663, 'xsmm_local_best': 1.752, 'xsmm_upstream_avg': 1.9530208333333332, 'xsmm_upstream_best': 1.935}
{'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'example_mats_med/quad/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9776940147509953, 'speedup_best': 0.970494417862839, 'xsmm_local_avg': 1.2767499999999996, 'xsmm_local_best': 1.254, 'xsmm_upstream_avg': 1.2482708333333328, 'xsmm_upstream_best': 1.217}
