{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0463086554804502, 'speedup_best': 1.0462575626620572, 'xsmm_local_avg': 29.233645833333338, 'xsmm_local_best': 28.925, 'xsmm_upstream_avg': 30.58741666666667, 'xsmm_upstream_best': 30.263}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'speedup_avg': 0.5093208457921999, 'speedup_best': 0.5037788728842137, 'xsmm_upstream_avg': 353.34329166666674, 'xsmm_upstream_best': 352.88300000000004, 'xsmm_local_avg': 179.9651041666667, 'xsmm_local_best': 177.775}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2751410301866135, 'speedup_best': 1.273765600436331, 'xsmm_local_avg': 62.460770833333356, 'xsmm_local_best': 62.338, 'xsmm_upstream_avg': 79.64629166666668, 'xsmm_upstream_best': 79.404}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'speedup_avg': 1.2506532603047258, 'speedup_best': 1.2496623165591834, 'xsmm_local_avg': 98.66377083333334, 'xsmm_local_best': 98.465, 'xsmm_upstream_avg': 123.39416666666666, 'xsmm_upstream_best': 123.048}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'speedup_avg': 1.0559650938726355, 'speedup_best': 1.0560544960879135, 'xsmm_local_avg': 62.41502083333332, 'xsmm_local_best': 62.243, 'xsmm_upstream_avg': 65.90808333333332, 'xsmm_upstream_best': 65.732}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'speedup_avg': 1.3228439960843785, 'speedup_best': 1.324380472932251, 'xsmm_local_avg': 141.4207291666667, 'xsmm_local_best': 141.03499999999997, 'xsmm_upstream_avg': 187.07756249999997, 'xsmm_upstream_best': 186.784}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'speedup_avg': 1.3359737440058506, 'speedup_best': 1.3365107706485428, 'xsmm_local_avg': 69.67297916666668, 'xsmm_local_best': 69.448, 'xsmm_upstream_avg': 93.0812708333333, 'xsmm_upstream_best': 92.818}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'speedup_avg': 1.2571816287144155, 'speedup_best': 1.2520333561800319, 'xsmm_local_avg': 87.8159375, 'xsmm_local_best': 87.54, 'xsmm_upstream_avg': 110.40058333333333, 'xsmm_upstream_best': 109.603}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'speedup_avg': 1.302861745337977, 'speedup_best': 1.297588619523404, 'xsmm_local_avg': 77.67549999999999, 'xsmm_local_best': 77.466, 'xsmm_upstream_avg': 101.2004375, 'xsmm_upstream_best': 100.519}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'speedup_avg': 1.0248454188277007, 'speedup_best': 1.0236511119212541, 'xsmm_local_avg': 44.10102083333334, 'xsmm_local_best': 43.888, 'xsmm_upstream_avg': 45.196729166666664, 'xsmm_upstream_best': 44.926}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'speedup_avg': 1.2871876586359334, 'speedup_best': 1.2874185824556703, 'xsmm_local_avg': 119.63156250000002, 'xsmm_local_best': 119.446, 'xsmm_upstream_avg': 153.98827083333336, 'xsmm_upstream_best': 153.777}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'speedup_avg': 1.3492819496434207, 'speedup_best': 1.3550428078492374, 'xsmm_local_avg': 162.87593750000002, 'xsmm_local_best': 162.003, 'xsmm_upstream_avg': 219.76556249999996, 'xsmm_upstream_best': 219.521}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'speedup_avg': 0.6169524607495479, 'speedup_best': 0.6218946133132157, 'xsmm_upstream_avg': 291.86102083333327, 'xsmm_upstream_best': 286.317, 'xsmm_local_avg': 180.064375, 'xsmm_local_best': 178.059}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.270347564635039, 'speedup_best': 1.2706790911411794, 'xsmm_local_avg': 62.86660416666666, 'xsmm_local_best': 62.672, 'xsmm_upstream_avg': 79.8624375, 'xsmm_upstream_best': 79.636}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'speedup_avg': 0.5093208457921999, 'speedup_best': 0.5037788728842137, 'xsmm_upstream_avg': 353.34329166666674, 'xsmm_upstream_best': 352.88300000000004, 'xsmm_local_avg': 179.9651041666667, 'xsmm_local_best': 177.775}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'speedup_avg': 1.2519790222058937, 'speedup_best': 1.2513743535448147, 'xsmm_local_avg': 98.44139583333335, 'xsmm_local_best': 98.22799999999995, 'xsmm_upstream_avg': 123.24656250000002, 'xsmm_upstream_best': 122.92}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'speedup_avg': 1.055644585631964, 'speedup_best': 1.0554824668258376, 'xsmm_local_avg': 61.698874999999994, 'xsmm_local_best': 61.569, 'xsmm_upstream_avg': 65.13208333333334, 'xsmm_upstream_best': 64.985}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'speedup_avg': 1.323912845465953, 'speedup_best': 1.325951409824437, 'xsmm_local_avg': 141.3504583333334, 'xsmm_local_best': 140.975, 'xsmm_upstream_avg': 187.13568750000005, 'xsmm_upstream_best': 186.926}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'speedup_avg': 1.3339625611940962, 'speedup_best': 1.335525837104731, 'xsmm_local_avg': 68.94472916666668, 'xsmm_local_best': 68.719, 'xsmm_upstream_avg': 91.96968749999998, 'xsmm_upstream_best': 91.776}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'speedup_avg': 1.2589451456689265, 'speedup_best': 1.25528663001574, 'xsmm_local_avg': 87.88693749999999, 'xsmm_local_best': 87.674, 'xsmm_upstream_avg': 110.64483333333332, 'xsmm_upstream_best': 110.056}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9944463740029128, 'speedup_best': 0.9922951004741476, 'xsmm_local_avg': 35.68989583333334, 'xsmm_local_best': 35.432, 'xsmm_upstream_avg': 35.491687500000005, 'xsmm_upstream_best': 35.159}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0484663671994081, 'speedup_best': 1.0477648251393816, 'xsmm_local_avg': 49.47675000000002, 'xsmm_local_best': 49.325, 'xsmm_upstream_avg': 51.87470833333334, 'xsmm_upstream_best': 51.681}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2691976565665175, 'speedup_best': 1.2690007855207683, 'xsmm_local_avg': 62.52933333333336, 'xsmm_local_best': 62.379, 'xsmm_upstream_avg': 79.36208333333333, 'xsmm_upstream_best': 79.159}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2115803204237874, 'speedup_best': 1.2133645505488602, 'xsmm_local_avg': 104.51783333333333, 'xsmm_local_best': 104.216, 'xsmm_upstream_avg': 126.63175000000001, 'xsmm_upstream_best': 126.452}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.1659088988549733, 'speedup_best': 1.165918027945725, 'xsmm_local_avg': 193.2851666666667, 'xsmm_local_best': 193.017, 'xsmm_upstream_avg': 225.35289583333338, 'xsmm_upstream_best': 225.042}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.1408610260725138, 'speedup_best': 1.1408425115786758, 'xsmm_local_avg': 380.06979166666673, 'xsmm_local_best': 379.793, 'xsmm_upstream_avg': 433.6068125, 'xsmm_upstream_best': 433.284}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9815674122979429, 'speedup_best': 0.9766742987979394, 'xsmm_local_avg': 35.19016666666667, 'xsmm_local_best': 34.94, 'xsmm_upstream_avg': 34.54152083333333, 'xsmm_upstream_best': 34.125}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.044751718649428, 'speedup_best': 1.0437511135747226, 'xsmm_local_avg': 50.65447916666667, 'xsmm_local_best': 50.513000000000034, 'xsmm_upstream_avg': 52.921354166666646, 'xsmm_upstream_best': 52.723}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.2635033699060598, 'speedup_best': 1.2638970436548869, 'xsmm_local_avg': 63.16941666666667, 'xsmm_local_best': 63.017, 'xsmm_upstream_avg': 79.81477083333336, 'xsmm_upstream_best': 79.647}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.2242789048898353, 'speedup_best': 1.2242201123813214, 'xsmm_local_avg': 103.42414583333333, 'xsmm_local_best': 103.22, 'xsmm_upstream_avg': 126.61999999999995, 'xsmm_upstream_best': 126.364}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.1660598645928917, 'speedup_best': 1.1657829676737208, 'xsmm_local_avg': 193.10593749999995, 'xsmm_local_best': 192.939, 'xsmm_upstream_avg': 225.17308333333335, 'xsmm_upstream_best': 224.925}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.1383664640523419, 'speedup_best': 1.1387395700143679, 'xsmm_local_avg': 379.65877083333334, 'xsmm_local_best': 379.315, 'xsmm_upstream_avg': 432.19081250000005, 'xsmm_upstream_best': 431.941}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'speedup_avg': 1.2591461531080228, 'speedup_best': 1.2597476520254245, 'xsmm_local_avg': 63.39641666666665, 'xsmm_local_best': 63.246, 'xsmm_upstream_avg': 79.82535416666666, 'xsmm_upstream_best': 79.674}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2764424924257065, 'speedup_best': 1.2757166677355225, 'xsmm_local_avg': 62.622729166666666, 'xsmm_local_best': 62.372, 'xsmm_upstream_avg': 79.93431249999999, 'xsmm_upstream_best': 79.569}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'speedup_avg': 1.2890419356854423, 'speedup_best': 1.2888906948394963, 'xsmm_local_avg': 61.679270833333334, 'xsmm_local_best': 61.525, 'xsmm_upstream_avg': 79.50716666666665, 'xsmm_upstream_best': 79.299}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'speedup_avg': 1.2613656539459548, 'speedup_best': 1.2610655867371152, 'xsmm_local_avg': 63.363416666666666, 'xsmm_local_best': 63.214, 'xsmm_upstream_avg': 79.92443750000001, 'xsmm_upstream_best': 79.717}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'speedup_avg': 1.2649337392283924, 'speedup_best': 1.2654453508897476, 'xsmm_local_avg': 63.06364583333331, 'xsmm_local_best': 62.883, 'xsmm_upstream_avg': 79.77133333333333, 'xsmm_upstream_best': 79.575}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'speedup_avg': 1.2545061143743421, 'speedup_best': 1.2559748527019128, 'xsmm_local_avg': 63.480875000000005, 'xsmm_local_best': 63.307, 'xsmm_upstream_avg': 79.63714583333332, 'xsmm_upstream_best': 79.512}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'speedup_avg': 1.2855304846121247, 'speedup_best': 1.28636850823346, 'xsmm_local_avg': 61.790395833333314, 'xsmm_local_best': 61.578, 'xsmm_upstream_avg': 79.43343749999998, 'xsmm_upstream_best': 79.212}
