{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9942101114500522, 'speedup_best': 0.9964102564102564, 'xsmm_local_avg': 5.8938958333333344, 'xsmm_local_best': 5.85, 'xsmm_upstream_avg': 5.859770833333333, 'xsmm_upstream_best': 5.829}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9934542825073392, 'speedup_best': 0.978266702441642, 'xsmm_local_avg': 3.860666666666665, 'xsmm_local_best': 3.727, 'xsmm_upstream_avg': 3.8353958333333327, 'xsmm_upstream_best': 3.646}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.0116218070295786, 'speedup_best': 1.0152253349573692, 'xsmm_local_avg': 6.711520833333335, 'xsmm_local_best': 6.568, 'xsmm_upstream_avg': 6.789520833333331, 'xsmm_upstream_best': 6.668}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0382126100464595, 'speedup_best': 1.0220062875107174, 'xsmm_local_avg': 3.627729166666667, 'xsmm_local_best': 3.499, 'xsmm_upstream_avg': 3.766354166666668, 'xsmm_upstream_best': 3.576}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.991511465404141, 'speedup_best': 0.9939509160041481, 'xsmm_local_avg': 5.8436666666666675, 'xsmm_local_best': 5.786, 'xsmm_upstream_avg': 5.7940625, 'xsmm_upstream_best': 5.751}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0118212828674966, 'speedup_best': 1.0130517671212789, 'xsmm_local_avg': 13.711145833333338, 'xsmm_local_best': 13.638, 'xsmm_upstream_avg': 13.873229166666668, 'xsmm_upstream_best': 13.816}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.6619540099820541, 'speedup_best': 0.6558810274898603, 'xsmm_local_avg': 22.277479166666666, 'xsmm_local_best': 22.19, 'xsmm_upstream_avg': 14.746666666666668, 'xsmm_upstream_best': 14.554}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9123019233857131, 'speedup_best': 0.8971724702245658, 'xsmm_local_avg': 33.08510416666667, 'xsmm_local_best': 32.997, 'xsmm_upstream_avg': 30.183604166666672, 'xsmm_upstream_best': 29.604}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9421473957697253, 'speedup_best': 0.9402562329150611, 'xsmm_local_avg': 30.53485416666665, 'xsmm_local_best': 30.363, 'xsmm_upstream_avg': 28.76833333333333, 'xsmm_upstream_best': 28.549}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0355301172083966, 'speedup_best': 1.031437670609645, 'xsmm_local_avg': 22.159604166666664, 'xsmm_local_best': 21.98, 'xsmm_upstream_avg': 22.946937500000004, 'xsmm_upstream_best': 22.671}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0182575280269621, 'speedup_best': 1.0103043085266645, 'xsmm_local_avg': 16.665499999999998, 'xsmm_local_best': 16.595, 'xsmm_upstream_avg': 16.969770833333335, 'xsmm_upstream_best': 16.766}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m3.txt', 'speedup_avg': 0.658679821035953, 'speedup_best': 0.6515144756211804, 'xsmm_local_avg': 22.523145833333327, 'xsmm_local_best': 22.417, 'xsmm_upstream_avg': 14.835541666666666, 'xsmm_upstream_best': 14.605}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m6.txt', 'speedup_avg': 0.9084341550111269, 'speedup_best': 0.8935789282029495, 'xsmm_local_avg': 33.102999999999994, 'xsmm_local_best': 32.954, 'xsmm_upstream_avg': 30.07189583333333, 'xsmm_upstream_best': 29.447}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m132.txt', 'speedup_avg': 0.9288794238510852, 'speedup_best': 0.9290717753233635, 'xsmm_local_avg': 30.854291666666665, 'xsmm_local_best': 30.693, 'xsmm_upstream_avg': 28.65991666666667, 'xsmm_upstream_best': 28.516}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m460.txt', 'speedup_avg': 1.029604294590353, 'speedup_best': 1.0241604687852153, 'xsmm_local_avg': 22.28772916666667, 'xsmm_local_best': 22.185, 'xsmm_upstream_avg': 22.94754166666667, 'xsmm_upstream_best': 22.721}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 0.9849731379398542, 'speedup_best': 0.9858138168387477, 'xsmm_local_avg': 35.92039583333334, 'xsmm_local_best': 35.739, 'xsmm_upstream_avg': 35.380625, 'xsmm_upstream_best': 35.232}
