{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9898164253269738, 'speedup_best': 1.0309297218155198, 'xsmm_local_avg': 5.857062499999999, 'xsmm_local_best': 5.464, 'xsmm_upstream_avg': 5.797416666666667, 'xsmm_upstream_best': 5.633}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9779772852815666, 'speedup_best': 0.9975132110662107, 'xsmm_local_avg': 3.4320625000000002, 'xsmm_local_best': 3.217, 'xsmm_upstream_avg': 3.356479166666667, 'xsmm_upstream_best': 3.209}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 0.9992965032071173, 'speedup_best': 1.005141788719227, 'xsmm_local_avg': 6.544687500000001, 'xsmm_local_best': 6.418, 'xsmm_upstream_avg': 6.540083333333332, 'xsmm_upstream_best': 6.451}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0187957210141303, 'speedup_best': 1.02402496099844, 'xsmm_local_avg': 3.3263333333333325, 'xsmm_local_best': 3.205, 'xsmm_upstream_avg': 3.388854166666668, 'xsmm_upstream_best': 3.282}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.9895699431542261, 'speedup_best': 1.0200853181656593, 'xsmm_local_avg': 5.834500000000001, 'xsmm_local_best': 5.626, 'xsmm_upstream_avg': 5.773645833333333, 'xsmm_upstream_best': 5.739}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0055902628505917, 'speedup_best': 1.0160558983126442, 'xsmm_local_avg': 13.665875000000002, 'xsmm_local_best': 13.453, 'xsmm_upstream_avg': 13.74227083333333, 'xsmm_upstream_best': 13.669}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.669754643254155, 'speedup_best': 0.6684288231652141, 'xsmm_local_avg': 21.683562499999997, 'xsmm_local_best': 20.997, 'xsmm_upstream_avg': 14.522666666666671, 'xsmm_upstream_best': 14.035}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9162271443057673, 'speedup_best': 0.9051692078839717, 'xsmm_local_avg': 32.66645833333333, 'xsmm_local_best': 32.268, 'xsmm_upstream_avg': 29.929895833333333, 'xsmm_upstream_best': 29.208}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9302988120780782, 'speedup_best': 0.9317179121699586, 'xsmm_local_avg': 29.857812500000005, 'xsmm_local_best': 29.466, 'xsmm_upstream_avg': 27.776687499999998, 'xsmm_upstream_best': 27.454}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0175123425626635, 'speedup_best': 1.0071418885322967, 'xsmm_local_avg': 22.24264583333333, 'xsmm_local_best': 22.123, 'xsmm_upstream_avg': 22.632166666666667, 'xsmm_upstream_best': 22.281}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0112626128703617, 'speedup_best': 1.0083635692761823, 'xsmm_local_avg': 16.42047916666666, 'xsmm_local_best': 16.261, 'xsmm_upstream_avg': 16.605416666666667, 'xsmm_upstream_best': 16.397}
