{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9937905188184933, 'speedup_best': 1.0520304568527918, 'xsmm_local_avg': 5.864687500000001, 'xsmm_local_best': 5.516, 'xsmm_upstream_avg': 5.828270833333334, 'xsmm_upstream_best': 5.803}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9978373804094873, 'speedup_best': 1.0038089657193086, 'xsmm_local_avg': 3.5450833333333343, 'xsmm_local_best': 3.413, 'xsmm_upstream_avg': 3.5374166666666675, 'xsmm_upstream_best': 3.426}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.0105203388965447, 'speedup_best': 1.0094529676119635, 'xsmm_local_avg': 6.5310000000000015, 'xsmm_local_best': 6.453, 'xsmm_upstream_avg': 6.599708333333335, 'xsmm_upstream_best': 6.514}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 0.9920156627611734, 'speedup_best': 0.9900572461584815, 'xsmm_local_avg': 3.4051041666666677, 'xsmm_local_best': 3.319, 'xsmm_upstream_avg': 3.377916666666667, 'xsmm_upstream_best': 3.286}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.9865742343815262, 'speedup_best': 0.9835922499563623, 'xsmm_local_avg': 5.836104166666665, 'xsmm_local_best': 5.729, 'xsmm_upstream_avg': 5.757750000000001, 'xsmm_upstream_best': 5.635}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.010344848616062, 'speedup_best': 1.0157836235642832, 'xsmm_local_avg': 13.664208333333333, 'xsmm_local_best': 13.495, 'xsmm_upstream_avg': 13.805562499999999, 'xsmm_upstream_best': 13.708}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.6853651123254519, 'speedup_best': 0.6730672288162778, 'xsmm_local_avg': 22.413479166666658, 'xsmm_local_best': 21.821, 'xsmm_upstream_avg': 15.36141666666667, 'xsmm_upstream_best': 14.687}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.8901017297440298, 'speedup_best': 0.8736280124075401, 'xsmm_local_avg': 33.862187500000005, 'xsmm_local_best': 33.528, 'xsmm_upstream_avg': 30.14079166666667, 'xsmm_upstream_best': 29.291}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9485219587349409, 'speedup_best': 0.9534260345116434, 'xsmm_local_avg': 30.357604166666665, 'xsmm_local_best': 29.845, 'xsmm_upstream_avg': 28.79485416666667, 'xsmm_upstream_best': 28.455}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0087143394792486, 'speedup_best': 1.002919708029197, 'xsmm_local_avg': 22.91720833333334, 'xsmm_local_best': 22.605, 'xsmm_upstream_avg': 23.11691666666667, 'xsmm_upstream_best': 22.671}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 0.996347117672296, 'speedup_best': 0.9918794868777217, 'xsmm_local_avg': 17.092666666666666, 'xsmm_local_best': 16.994, 'xsmm_upstream_avg': 17.030229166666665, 'xsmm_upstream_best': 16.856}
