{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0139480969783339, 'speedup_best': 1.0082751396648044, 'xsmm_local_avg': 28.82860416666667, 'xsmm_local_best': 28.64, 'xsmm_upstream_avg': 29.230708333333336, 'xsmm_upstream_best': 28.877}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'speedup_avg': 0.9616027588594299, 'speedup_best': 0.9754508402129611, 'xsmm_local_avg': 766.2345208333332, 'xsmm_local_best': 740.229, 'xsmm_upstream_avg': 736.8132291666666, 'xsmm_upstream_best': 722.057}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'speedup_avg': 0.9975827721325813, 'speedup_best': 1.0050554955534619, 'xsmm_local_avg': 44.46381250000001, 'xsmm_local_best': 43.517, 'xsmm_upstream_avg': 44.35633333333333, 'xsmm_upstream_best': 43.737}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'speedup_avg': 0.9781304792840547, 'speedup_best': 0.9780088580781824, 'xsmm_local_avg': 78.0995625, 'xsmm_local_best': 77.89499999999998, 'xsmm_upstream_avg': 76.39156249999999, 'xsmm_upstream_best': 76.182}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'speedup_avg': 1.0125263423793909, 'speedup_best': 1.0181810418445774, 'xsmm_local_avg': 117.93812499999997, 'xsmm_local_best': 117.1, 'xsmm_upstream_avg': 119.41545833333338, 'xsmm_upstream_best': 119.229}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'speedup_avg': 1.0271162416144568, 'speedup_best': 1.0244007261204513, 'xsmm_local_avg': 156.41379166666667, 'xsmm_local_best': 155.897, 'xsmm_upstream_avg': 160.6551458333333, 'xsmm_upstream_best': 159.701}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'speedup_avg': 1.0135998433407032, 'speedup_best': 1.0082778860019732, 'xsmm_local_avg': 198.20081249999996, 'xsmm_local_best': 197.635, 'xsmm_upstream_avg': 200.89631250000002, 'xsmm_upstream_best': 199.27099999999996}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'speedup_avg': 1.014980146271641, 'speedup_best': 1.0102077408701597, 'xsmm_local_avg': 240.21516666666673, 'xsmm_local_best': 239.818, 'xsmm_upstream_avg': 243.81362500000003, 'xsmm_upstream_best': 242.266}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9454190541634764, 'speedup_best': 0.9448255706638774, 'xsmm_local_avg': 65.27422916666664, 'xsmm_local_best': 65.012, 'xsmm_upstream_avg': 61.71149999999998, 'xsmm_upstream_best': 61.425}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'speedup_avg': 0.9957969584202497, 'speedup_best': 1.002475981951933, 'xsmm_local_avg': 98.60418750000001, 'xsmm_local_best': 97.739, 'xsmm_upstream_avg': 98.18975000000002, 'xsmm_upstream_best': 97.981}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'speedup_avg': 0.9443200052659825, 'speedup_best': 0.9478374560428, 'xsmm_local_avg': 67.09733333333331, 'xsmm_local_best': 66.542, 'xsmm_upstream_avg': 63.36135416666669, 'xsmm_upstream_best': 63.071}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'speedup_avg': 1.0284382945569506, 'speedup_best': 1.0298087572915897, 'xsmm_local_avg': 136.02477083333335, 'xsmm_local_best': 135.43, 'xsmm_upstream_avg': 139.89308333333338, 'xsmm_upstream_best': 139.467}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'speedup_avg': 0.9824978196739279, 'speedup_best': 0.9834529276693463, 'xsmm_local_avg': 69.94366666666666, 'xsmm_local_best': 69.67999999999995, 'xsmm_upstream_avg': 68.71949999999998, 'xsmm_upstream_best': 68.527}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'speedup_avg': 0.9738541166675574, 'speedup_best': 0.9755450663070353, 'xsmm_local_avg': 89.28110416666665, 'xsmm_local_best': 88.98, 'xsmm_upstream_avg': 86.94677083333333, 'xsmm_upstream_best': 86.804}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'speedup_avg': 0.9689789151700916, 'speedup_best': 0.96953341740227, 'xsmm_local_avg': 79.49633333333334, 'xsmm_local_best': 79.3, 'xsmm_upstream_avg': 77.03027083333333, 'xsmm_upstream_best': 76.884}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'speedup_avg': 1.002085231086964, 'speedup_best': 0.9987911193769615, 'xsmm_local_avg': 43.82008333333332, 'xsmm_local_best': 43.015, 'xsmm_upstream_avg': 43.911458333333336, 'xsmm_upstream_best': 42.963}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'speedup_avg': 1.008323037218244, 'speedup_best': 1.0162333207560115, 'xsmm_local_avg': 117.69541666666665, 'xsmm_local_best': 116.612, 'xsmm_upstream_avg': 118.67500000000003, 'xsmm_upstream_best': 118.505}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'speedup_avg': 1.0345634921113382, 'speedup_best': 1.033019780900399, 'xsmm_local_avg': 155.50668750000008, 'xsmm_local_best': 154.998, 'xsmm_upstream_avg': 160.88154166666666, 'xsmm_upstream_best': 160.116}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'speedup_avg': 1.0099045302071379, 'speedup_best': 1.0049978645949849, 'xsmm_local_avg': 197.2329791666666, 'xsmm_local_best': 196.684, 'xsmm_upstream_avg': 199.18647916666666, 'xsmm_upstream_best': 197.667}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9470880462794405, 'speedup_best': 0.9454242062398579, 'xsmm_local_avg': 65.52945833333334, 'xsmm_local_best': 65.322, 'xsmm_upstream_avg': 62.06216666666668, 'xsmm_upstream_best': 61.757}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'speedup_avg': 1.0122393660227424, 'speedup_best': 1.0081999332999834, 'xsmm_local_avg': 240.27150000000003, 'xsmm_local_best': 239.88, 'xsmm_upstream_avg': 243.2122708333334, 'xsmm_upstream_best': 241.84699999999998}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'speedup_avg': 0.9836440932568886, 'speedup_best': 0.9898182703228946, 'xsmm_local_avg': 99.44037500000002, 'xsmm_local_best': 98.608, 'xsmm_upstream_avg': 97.8139375, 'xsmm_upstream_best': 97.604}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'speedup_avg': 0.9929677793804881, 'speedup_best': 0.9982767149080117, 'xsmm_local_avg': 63.31866666666667, 'xsmm_local_best': 62.671, 'xsmm_upstream_avg': 62.87339583333334, 'xsmm_upstream_best': 62.563}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'speedup_avg': 1.0270588655976352, 'speedup_best': 1.0306103632675636, 'xsmm_local_avg': 136.33316666666667, 'xsmm_local_best': 135.57500000000005, 'xsmm_upstream_avg': 140.0221875, 'xsmm_upstream_best': 139.725}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'speedup_avg': 0.9778577518167291, 'speedup_best': 0.9799470244436127, 'xsmm_local_avg': 69.79116666666668, 'xsmm_local_best': 69.466, 'xsmm_upstream_avg': 68.24583333333332, 'xsmm_upstream_best': 68.073}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'speedup_avg': 0.9742139570328885, 'speedup_best': 0.9745115841151349, 'xsmm_local_avg': 89.44922916666668, 'xsmm_local_best': 89.217, 'xsmm_upstream_avg': 87.14268750000001, 'xsmm_upstream_best': 86.943}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9934930422996123, 'speedup_best': 0.9811288287254789, 'xsmm_local_avg': 35.612520833333335, 'xsmm_local_best': 34.868, 'xsmm_upstream_avg': 35.38079166666666, 'xsmm_upstream_best': 34.21}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9577377500652625, 'speedup_best': 0.9551658052151694, 'xsmm_local_avg': 52.272812499999986, 'xsmm_local_best': 51.657, 'xsmm_upstream_avg': 50.06364583333332, 'xsmm_upstream_best': 49.341}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9384379127864605, 'speedup_best': 0.9398510070817622, 'xsmm_local_avg': 65.57945833333335, 'xsmm_local_best': 65.238, 'xsmm_upstream_avg': 61.54225, 'xsmm_upstream_best': 61.314}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9893413963611218, 'speedup_best': 0.9901471222504433, 'xsmm_local_avg': 104.60641666666665, 'xsmm_local_best': 104.335, 'xsmm_upstream_avg': 103.49145833333331, 'xsmm_upstream_best': 103.307}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9775610199495649, 'speedup_best': 0.9778264369996974, 'xsmm_local_avg': 195.27681250000003, 'xsmm_local_best': 195.007, 'xsmm_upstream_avg': 190.89499999999998, 'xsmm_upstream_best': 190.683}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9762908972566547, 'speedup_best': 0.9765770241472629, 'xsmm_local_avg': 382.8127083333333, 'xsmm_local_best': 382.445, 'xsmm_upstream_avg': 373.73656250000005, 'xsmm_upstream_best': 373.48699999999997}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.975522981941075, 'speedup_best': 0.9646081722421577, 'xsmm_local_avg': 35.310333333333325, 'xsmm_local_best': 34.556, 'xsmm_upstream_avg': 34.446041666666666, 'xsmm_upstream_best': 33.333}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9525936676652075, 'speedup_best': 0.9520418652462386, 'xsmm_local_avg': 54.030229166666686, 'xsmm_local_best': 53.505, 'xsmm_upstream_avg': 51.46885416666669, 'xsmm_upstream_best': 50.939}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9573769913208091, 'speedup_best': 0.9559974679244699, 'xsmm_local_avg': 64.93020833333334, 'xsmm_local_best': 64.769, 'xsmm_upstream_avg': 62.1626875, 'xsmm_upstream_best': 61.919}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.988650165741956, 'speedup_best': 0.9900160284263174, 'xsmm_local_avg': 103.87633333333333, 'xsmm_local_best': 103.566, 'xsmm_upstream_avg': 102.69735416666667, 'xsmm_upstream_best': 102.532}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9774181909218973, 'speedup_best': 0.9778945210394135, 'xsmm_local_avg': 195.39141666666671, 'xsmm_local_best': 195.11, 'xsmm_upstream_avg': 190.97912500000004, 'xsmm_upstream_best': 190.797}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9791368652958516, 'speedup_best': 0.9792146657171581, 'xsmm_local_avg': 382.32010416666657, 'xsmm_local_best': 381.952, 'xsmm_upstream_avg': 374.3437083333334, 'xsmm_upstream_best': 374.013}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'speedup_avg': 0.9527000645459033, 'speedup_best': 0.9534514112810796, 'xsmm_local_avg': 65.68322916666666, 'xsmm_local_best': 65.437, 'xsmm_upstream_avg': 62.57641666666669, 'xsmm_upstream_best': 62.391}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9579911760088633, 'speedup_best': 0.954610761791469, 'xsmm_local_avg': 64.89410416666665, 'xsmm_local_best': 64.729, 'xsmm_upstream_avg': 62.16797916666666, 'xsmm_upstream_best': 61.791}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'speedup_avg': 0.9495328128974375, 'speedup_best': 0.9499327220953155, 'xsmm_local_avg': 64.13160416666666, 'xsmm_local_best': 63.914, 'xsmm_upstream_avg': 60.89506250000002, 'xsmm_upstream_best': 60.714}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'speedup_avg': 0.946783596842608, 'speedup_best': 0.9444772861625211, 'xsmm_local_avg': 66.21235416666667, 'xsmm_local_best': 65.973, 'xsmm_upstream_avg': 62.688770833333315, 'xsmm_upstream_best': 62.31}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'speedup_avg': 0.9002082084153006, 'speedup_best': 0.9001057771724167, 'xsmm_local_avg': 69.28154166666666, 'xsmm_local_best': 69.013, 'xsmm_upstream_avg': 62.367812499999985, 'xsmm_upstream_best': 62.119}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'speedup_avg': 0.9264165279798691, 'speedup_best': 0.9252917826885478, 'xsmm_local_avg': 67.72354166666666, 'xsmm_local_best': 67.516, 'xsmm_upstream_avg': 62.74020833333333, 'xsmm_upstream_best': 62.472}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'speedup_avg': 0.9499431142386257, 'speedup_best': 0.9498545720373912, 'xsmm_local_avg': 64.49329166666668, 'xsmm_local_best': 64.293, 'xsmm_upstream_avg': 61.26495833333335, 'xsmm_upstream_best': 61.069}
