{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.0120649816927945, 'speedup_best': 1.037603233175189, 'xsmm_local_avg': 5.860625, 'xsmm_local_best': 5.691, 'xsmm_upstream_avg': 5.931333333333334, 'xsmm_upstream_best': 5.905}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 1.0641401572086828, 'speedup_best': 1.0789392537773668, 'xsmm_local_avg': 3.3819166666666667, 'xsmm_local_best': 3.243, 'xsmm_upstream_avg': 3.5988333333333316, 'xsmm_upstream_best': 3.499}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.0506167615326614, 'speedup_best': 1.0528524794030778, 'xsmm_local_avg': 6.547979166666667, 'xsmm_local_best': 6.433, 'xsmm_upstream_avg': 6.879416666666668, 'xsmm_upstream_best': 6.773}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0257895207705834, 'speedup_best': 1.0466193269527633, 'xsmm_local_avg': 3.493020833333335, 'xsmm_local_best': 3.239, 'xsmm_upstream_avg': 3.5831041666666654, 'xsmm_upstream_best': 3.39}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 1.0213010254582886, 'speedup_best': 1.0598198198198199, 'xsmm_local_avg': 5.788062500000001, 'xsmm_local_best': 5.55, 'xsmm_upstream_avg': 5.9113541666666665, 'xsmm_upstream_best': 5.882}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0203642374081991, 'speedup_best': 1.0271064423712628, 'xsmm_local_avg': 13.763916666666667, 'xsmm_local_best': 13.613, 'xsmm_upstream_avg': 14.044208333333337, 'xsmm_upstream_best': 13.982}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.9305196179958478, 'speedup_best': 0.991168546053288, 'xsmm_local_avg': 21.747145833333335, 'xsmm_local_best': 20.042, 'xsmm_upstream_avg': 20.236145833333328, 'xsmm_upstream_best': 19.865}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9699867460279782, 'speedup_best': 0.9703912692999318, 'xsmm_local_avg': 32.474541666666674, 'xsmm_local_best': 32.254, 'xsmm_upstream_avg': 31.499875000000003, 'xsmm_upstream_best': 31.299}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9344758332389295, 'speedup_best': 0.9383790796121807, 'xsmm_local_avg': 29.792124999999988, 'xsmm_local_best': 29.292, 'xsmm_upstream_avg': 27.84002083333333, 'xsmm_upstream_best': 27.487}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.050877040208171, 'speedup_best': 1.0490586531498913, 'xsmm_local_avg': 22.249312500000002, 'xsmm_local_best': 22.096, 'xsmm_upstream_avg': 23.381291666666666, 'xsmm_upstream_best': 23.18}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.027328556677505, 'speedup_best': 1.0250000000000001, 'xsmm_local_avg': 16.524229166666668, 'xsmm_local_best': 16.32, 'xsmm_upstream_avg': 16.9758125, 'xsmm_upstream_best': 16.728}
