{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0017476945852308, 'speedup_best': 1.0037875012458886, 'xsmm_local_avg': 30.3971875, 'xsmm_local_best': 30.099, 'xsmm_upstream_avg': 30.450312499999995, 'xsmm_upstream_best': 30.213}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'speedup_avg': 1.0093010328577094, 'speedup_best': 1.0076780722132535, 'xsmm_local_avg': 50.97104166666666, 'xsmm_local_best': 50.794, 'xsmm_upstream_avg': 51.445125, 'xsmm_upstream_best': 51.184}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0413473292750604, 'speedup_best': 1.0428450795712894, 'xsmm_local_avg': 77.21881250000001, 'xsmm_local_best': 76.975, 'xsmm_upstream_avg': 80.41160416666666, 'xsmm_upstream_best': 80.273}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'speedup_avg': 1.1223745052705825, 'speedup_best': 1.1197517288205643, 'xsmm_local_avg': 136.10133333333334, 'xsmm_local_best': 135.497, 'xsmm_upstream_avg': 152.75666666666663, 'xsmm_upstream_best': 151.723}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'speedup_avg': 1.1023604460318293, 'speedup_best': 1.096684896360813, 'xsmm_local_avg': 356.21710416666673, 'xsmm_local_best': 355.464, 'xsmm_upstream_avg': 392.6796458333333, 'xsmm_upstream_best': 389.832}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'speedup_avg': 1.05527832968769, 'speedup_best': 1.0387738309819052, 'xsmm_local_avg': 831.0052708333333, 'xsmm_local_best': 828.858, 'xsmm_upstream_avg': 876.9418541666664, 'xsmm_upstream_best': 860.996}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'speedup_avg': 1.0056267946700321, 'speedup_best': 1.0058012297217493, 'xsmm_local_avg': 29.057395833333334, 'xsmm_local_best': 28.787, 'xsmm_upstream_avg': 29.220895833333348, 'xsmm_upstream_best': 28.954}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'speedup_avg': 1.0119273298489604, 'speedup_best': 1.0112590775075687, 'xsmm_local_avg': 50.66270833333332, 'xsmm_local_best': 50.537, 'xsmm_upstream_avg': 51.266979166666665, 'xsmm_upstream_best': 51.106}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0553694674743108, 'speedup_best': 1.0580670768009532, 'xsmm_local_avg': 75.98577083333332, 'xsmm_local_best': 75.585, 'xsmm_upstream_avg': 80.1930625, 'xsmm_upstream_best': 79.97400000000005}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'speedup_avg': 1.1451266935861544, 'speedup_best': 1.145964969595272, 'xsmm_local_avg': 135.46052083333333, 'xsmm_local_best': 134.683, 'xsmm_upstream_avg': 155.11945833333337, 'xsmm_upstream_best': 154.342}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'speedup_avg': 1.1239478286006745, 'speedup_best': 1.1111497225671934, 'xsmm_local_avg': 351.69333333333344, 'xsmm_local_best': 351.076, 'xsmm_upstream_avg': 395.28495833333335, 'xsmm_upstream_best': 390.098}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'speedup_avg': 1.0339117777096785, 'speedup_best': 1.017932255382237, 'xsmm_local_avg': 822.3937291666666, 'xsmm_local_best': 820.198, 'xsmm_upstream_avg': 850.2825625, 'xsmm_upstream_best': 834.906}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'speedup_avg': 1.021837919066805, 'speedup_best': 1.0153300821818838, 'xsmm_local_avg': 44.4744375, 'xsmm_local_best': 44.292, 'xsmm_upstream_avg': 45.445666666666675, 'xsmm_upstream_best': 44.971}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'speedup_avg': 1.0491028663648458, 'speedup_best': 1.048082775410834, 'xsmm_local_avg': 97.19264583333336, 'xsmm_local_best': 96.937, 'xsmm_upstream_avg': 101.96508333333331, 'xsmm_upstream_best': 101.598}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'speedup_avg': 0.9815048086700447, 'speedup_best': 0.981790775951817, 'xsmm_local_avg': 156.8369375, 'xsmm_local_best': 156.56899999999996, 'xsmm_upstream_avg': 153.93620833333327, 'xsmm_upstream_best': 153.718}
