{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9983777532830858, 'speedup_best': 1.0170708576073701, 'xsmm_local_avg': 7.692520833333334, 'xsmm_local_best': 7.381, 'xsmm_upstream_avg': 7.680041666666664, 'xsmm_upstream_best': 7.507}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 1.0012742647346013, 'speedup_best': 0.9988063977082836, 'xsmm_local_avg': 4.267166666666667, 'xsmm_local_best': 4.189, 'xsmm_upstream_avg': 4.2726041666666665, 'xsmm_upstream_best': 4.184}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.012226699778638, 'speedup_best': 1.0146284376828554, 'xsmm_local_avg': 8.649104166666666, 'xsmm_local_best': 8.545, 'xsmm_upstream_avg': 8.754854166666666, 'xsmm_upstream_best': 8.67}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0988989569566334, 'speedup_best': 1.1260724499523356, 'xsmm_local_avg': 4.382208333333334, 'xsmm_local_best': 4.196, 'xsmm_upstream_avg': 4.815604166666668, 'xsmm_upstream_best': 4.725}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.998511228386275, 'speedup_best': 1.0023958471981897, 'xsmm_local_avg': 7.654520833333332, 'xsmm_local_best': 7.513, 'xsmm_upstream_avg': 7.643124999999999, 'xsmm_upstream_best': 7.531}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0037939591840472, 'speedup_best': 1.010631784024492, 'xsmm_local_avg': 18.208770833333332, 'xsmm_local_best': 17.965, 'xsmm_upstream_avg': 18.277854166666668, 'xsmm_upstream_best': 18.156}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0009094841646926, 'speedup_best': 0.998969470565503, 'xsmm_local_avg': 23.502333333333336, 'xsmm_local_best': 23.289, 'xsmm_upstream_avg': 23.523708333333328, 'xsmm_upstream_best': 23.265}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0105884326218473, 'speedup_best': 1.011213467127269, 'xsmm_local_avg': 36.76574999999999, 'xsmm_local_best': 36.474, 'xsmm_upstream_avg': 37.15504166666667, 'xsmm_upstream_best': 36.883}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.0027679701212293, 'speedup_best': 0.9990647212869435, 'xsmm_local_avg': 32.665333333333336, 'xsmm_local_best': 32.076, 'xsmm_upstream_avg': 32.75575, 'xsmm_upstream_best': 32.046}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0043383286696181, 'speedup_best': 1.0047811695476279, 'xsmm_local_avg': 30.07110416666667, 'xsmm_local_best': 29.909, 'xsmm_upstream_avg': 30.201562499999994, 'xsmm_upstream_best': 30.052}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0067378418876816, 'speedup_best': 1.0016266775111835, 'xsmm_local_avg': 22.259229166666668, 'xsmm_local_best': 22.131, 'xsmm_upstream_avg': 22.40920833333334, 'xsmm_upstream_best': 22.167}
