{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9979765799896678, 'speedup_best': 1.0076005765954659, 'xsmm_local_avg': 7.742666666666665, 'xsmm_local_best': 7.631, 'xsmm_upstream_avg': 7.726999999999999, 'xsmm_upstream_best': 7.689}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9907554834185308, 'speedup_best': 0.9921397379912663, 'xsmm_local_avg': 4.723520833333333, 'xsmm_local_best': 4.58, 'xsmm_upstream_avg': 4.679854166666668, 'xsmm_upstream_best': 4.544}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.0007396501641972, 'speedup_best': 1.0147160266727984, 'xsmm_local_avg': 8.900604166666668, 'xsmm_local_best': 8.698, 'xsmm_upstream_avg': 8.907187499999997, 'xsmm_upstream_best': 8.826}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0112154747512323, 'speedup_best': 1.0027617951668586, 'xsmm_local_avg': 4.480416666666666, 'xsmm_local_best': 4.345, 'xsmm_upstream_avg': 4.530666666666666, 'xsmm_upstream_best': 4.357}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 1.0087135317780436, 'speedup_best': 1.0129612485121016, 'xsmm_local_avg': 7.6700625000000064, 'xsmm_local_best': 7.561, 'xsmm_upstream_avg': 7.736895833333336, 'xsmm_upstream_best': 7.659}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0030302995729512, 'speedup_best': 1.0029136888400219, 'xsmm_local_avg': 18.260020833333332, 'xsmm_local_best': 18.19, 'xsmm_upstream_avg': 18.315354166666662, 'xsmm_upstream_best': 18.243}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.0046810927985437, 'speedup_best': 1.000468583599574, 'xsmm_local_avg': 23.5076875, 'xsmm_local_best': 23.475, 'xsmm_upstream_avg': 23.617729166666667, 'xsmm_upstream_best': 23.486}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.021424952472676, 'speedup_best': 1.023616195535493, 'xsmm_local_avg': 36.51408333333334, 'xsmm_local_best': 36.331, 'xsmm_upstream_avg': 37.296395833333335, 'xsmm_upstream_best': 37.189}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.0163756766050174, 'speedup_best': 1.0153463808636223, 'xsmm_local_avg': 32.353625, 'xsmm_local_best': 32.19, 'xsmm_upstream_avg': 32.88343750000001, 'xsmm_upstream_best': 32.684}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0108794709295523, 'speedup_best': 1.012194302606826, 'xsmm_local_avg': 29.901499999999995, 'xsmm_local_best': 29.768, 'xsmm_upstream_avg': 30.226812500000005, 'xsmm_upstream_best': 30.131}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0089724816397403, 'speedup_best': 1.012289692077457, 'xsmm_local_avg': 22.22304166666666, 'xsmm_local_best': 22.051, 'xsmm_upstream_avg': 22.42243750000001, 'xsmm_upstream_best': 22.322}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m3.txt', 'speedup_avg': 0.9991333668785201, 'speedup_best': 1.0000851607408985, 'xsmm_local_avg': 23.558604166666665, 'xsmm_local_best': 23.485, 'xsmm_upstream_avg': 23.538187499999996, 'xsmm_upstream_best': 23.487}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m6.txt', 'speedup_avg': 1.0236347167958386, 'speedup_best': 1.0228642521426596, 'xsmm_local_avg': 36.31839583333333, 'xsmm_local_best': 36.17, 'xsmm_upstream_avg': 37.17677083333333, 'xsmm_upstream_best': 36.997}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m132.txt', 'speedup_avg': 1.0207353310495249, 'speedup_best': 1.018611780162032, 'xsmm_local_avg': 32.10402083333333, 'xsmm_local_best': 31.969, 'xsmm_upstream_avg': 32.76970833333334, 'xsmm_upstream_best': 32.564}
