{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 0.9938521549256956, 'speedup_best': 1.0360360360360361, 'xsmm_local_avg': 5.896375000000003, 'xsmm_local_best': 5.55, 'xsmm_upstream_avg': 5.860125000000001, 'xsmm_upstream_best': 5.75}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 1.0161179009712151, 'speedup_best': 1.0086633663366336, 'xsmm_local_avg': 3.3205833333333334, 'xsmm_local_best': 3.232, 'xsmm_upstream_avg': 3.3741041666666676, 'xsmm_upstream_best': 3.26}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 0.9839198625152891, 'speedup_best': 0.9856949254630327, 'xsmm_local_avg': 6.728020833333332, 'xsmm_local_best': 6.641, 'xsmm_upstream_avg': 6.619833333333332, 'xsmm_upstream_best': 6.546}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 0.9248378201216062, 'speedup_best': 0.9376964847099172, 'xsmm_local_avg': 3.6867500000000013, 'xsmm_local_best': 3.499, 'xsmm_upstream_avg': 3.409645833333333, 'xsmm_upstream_best': 3.281}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.9986418550411352, 'speedup_best': 1.0271270036991371, 'xsmm_local_avg': 5.859708333333333, 'xsmm_local_best': 5.677, 'xsmm_upstream_avg': 5.851749999999998, 'xsmm_upstream_best': 5.831}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 0.9950002476611035, 'speedup_best': 0.9939675848535504, 'xsmm_local_avg': 13.879854166666668, 'xsmm_local_best': 13.759, 'xsmm_upstream_avg': 13.810458333333335, 'xsmm_upstream_best': 13.676}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.016173990956593, 'speedup_best': 1.0062529557038515, 'xsmm_local_avg': 19.484729166666668, 'xsmm_local_best': 19.031, 'xsmm_upstream_avg': 19.799874999999997, 'xsmm_upstream_best': 19.15}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9975170049254277, 'speedup_best': 1.0084853213693552, 'xsmm_local_avg': 31.329770833333328, 'xsmm_local_best': 30.759, 'xsmm_upstream_avg': 31.251979166666683, 'xsmm_upstream_best': 31.02}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.002823287091999, 'speedup_best': 0.9977904276833196, 'xsmm_local_avg': 27.147729166666668, 'xsmm_local_best': 26.702, 'xsmm_upstream_avg': 27.224375000000006, 'xsmm_upstream_best': 26.643}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.001209648984817, 'speedup_best': 1.0053341562334686, 'xsmm_local_avg': 23.043875, 'xsmm_local_best': 22.684, 'xsmm_upstream_avg': 23.071749999999998, 'xsmm_upstream_best': 22.805}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 0.9992685143452457, 'speedup_best': 0.9970777671755725, 'xsmm_local_avg': 16.917625000000005, 'xsmm_local_best': 16.768, 'xsmm_upstream_avg': 16.90524999999999, 'xsmm_upstream_best': 16.719}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m3.txt', 'speedup_avg': 1.0036411297446028, 'speedup_best': 0.989522700814901, 'xsmm_local_avg': 19.69397916666667, 'xsmm_local_best': 18.898, 'xsmm_upstream_avg': 19.765687500000006, 'xsmm_upstream_best': 18.7}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m6.txt', 'speedup_avg': 1.000457862946358, 'speedup_best': 0.9968412140158917, 'xsmm_local_avg': 31.259354166666668, 'xsmm_local_best': 30.708, 'xsmm_upstream_avg': 31.273666666666667, 'xsmm_upstream_best': 30.611}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m132.txt', 'speedup_avg': 0.9968212494289608, 'speedup_best': 0.9954213817748659, 'xsmm_local_avg': 27.31681250000001, 'xsmm_local_best': 26.864, 'xsmm_upstream_avg': 27.229979166666666, 'xsmm_upstream_best': 26.741}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m460.txt', 'speedup_avg': 1.0034170328312209, 'speedup_best': 1.005503456170475, 'xsmm_local_avg': 23.00972916666667, 'xsmm_local_best': 22.713, 'xsmm_upstream_avg': 23.088354166666672, 'xsmm_upstream_best': 22.838}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 0.9974972772931227, 'speedup_best': 0.9930474758080536, 'xsmm_local_avg': 35.56127083333333, 'xsmm_local_best': 35.239, 'xsmm_upstream_avg': 35.47227083333333, 'xsmm_upstream_best': 34.994}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'example_mats_med/hex/p3/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.9998463712137321, 'speedup_best': 0.9954269022650003, 'xsmm_local_avg': 42.03856249999999, 'xsmm_local_best': 41.766, 'xsmm_upstream_avg': 42.03210416666667, 'xsmm_upstream_best': 41.575}
