{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.001362847649088, 'speedup_best': 1.0208960510005312, 'xsmm_local_avg': 5.931208333333333, 'xsmm_local_best': 5.647, 'xsmm_upstream_avg': 5.939291666666667, 'xsmm_upstream_best': 5.765}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9970494947259719, 'speedup_best': 1.0006123698714022, 'xsmm_local_avg': 3.38925, 'xsmm_local_best': 3.266, 'xsmm_upstream_avg': 3.3792500000000003, 'xsmm_upstream_best': 3.268}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 1.0043998884358774, 'speedup_best': 1.0019753836802918, 'xsmm_local_avg': 6.647895833333333, 'xsmm_local_best': 6.581, 'xsmm_upstream_avg': 6.677145833333334, 'xsmm_upstream_best': 6.594}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 0.9948159921750824, 'speedup_best': 1.014723926380368, 'xsmm_local_avg': 3.4079166666666656, 'xsmm_local_best': 3.26, 'xsmm_upstream_avg': 3.3902499999999987, 'xsmm_upstream_best': 3.308}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.9976973660976011, 'speedup_best': 1.0452261306532662, 'xsmm_local_avg': 5.899041666666665, 'xsmm_local_best': 5.572, 'xsmm_upstream_avg': 5.885458333333335, 'xsmm_upstream_best': 5.824}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 1.0070778245192318, 'speedup_best': 1.001016333938294, 'xsmm_local_avg': 13.86666666666666, 'xsmm_local_best': 13.775, 'xsmm_upstream_avg': 13.964812500000006, 'xsmm_upstream_best': 13.789}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 0.9997054126885607, 'speedup_best': 0.9966034073754584, 'xsmm_local_avg': 19.165229166666666, 'xsmm_local_best': 18.548, 'xsmm_upstream_avg': 19.15958333333334, 'xsmm_upstream_best': 18.485}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 0.9987525537093086, 'speedup_best': 1.0126337205486644, 'xsmm_local_avg': 31.347375, 'xsmm_local_best': 30.474, 'xsmm_upstream_avg': 31.30827083333334, 'xsmm_upstream_best': 30.859}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.006358679769124, 'speedup_best': 1.010117225416262, 'xsmm_local_avg': 27.374, 'xsmm_local_best': 26.786, 'xsmm_upstream_avg': 27.548062499999997, 'xsmm_upstream_best': 27.057}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0027483923565785, 'speedup_best': 1.0033505939689307, 'xsmm_local_avg': 23.20295833333333, 'xsmm_local_best': 22.981, 'xsmm_upstream_avg': 23.266729166666675, 'xsmm_upstream_best': 23.058}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 0.9942776219985174, 'speedup_best': 0.9960620525059665, 'xsmm_local_avg': 16.94735416666667, 'xsmm_local_best': 16.76, 'xsmm_upstream_avg': 16.850375000000003, 'xsmm_upstream_best': 16.694}
