{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0052026538973193, 'speedup_best': 1.006628563698468, 'xsmm_local_avg': 29.880583333333337, 'xsmm_local_best': 29.569, 'xsmm_upstream_avg': 30.036041666666677, 'xsmm_upstream_best': 29.765}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'speedup_avg': 1.0028048062606045, 'speedup_best': 1.0032474040813053, 'xsmm_local_avg': 50.538250000000005, 'xsmm_local_best': 49.886, 'xsmm_upstream_avg': 50.68, 'xsmm_upstream_best': 50.048}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0230269865486752, 'speedup_best': 1.024550325547273, 'xsmm_local_avg': 76.72881249999999, 'xsmm_local_best': 76.333, 'xsmm_upstream_avg': 78.49564583333331, 'xsmm_upstream_best': 78.207}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'speedup_avg': 1.058323237364958, 'speedup_best': 1.0588611733281394, 'xsmm_local_avg': 144.58466666666666, 'xsmm_local_best': 143.762, 'xsmm_upstream_avg': 153.0173125, 'xsmm_upstream_best': 152.224}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'speedup_avg': 1.0176302821811445, 'speedup_best': 1.0091228850445975, 'xsmm_local_avg': 371.2634375, 'xsmm_local_best': 368.74300000000005, 'xsmm_upstream_avg': 377.8089166666667, 'xsmm_upstream_best': 372.107}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'speedup_avg': 1.00912908068383, 'speedup_best': 1.001819050441156, 'xsmm_local_avg': 836.8312499999998, 'xsmm_local_best': 826.8050000000001, 'xsmm_upstream_avg': 844.4707500000001, 'xsmm_upstream_best': 828.309}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'speedup_avg': 1.9646078075721725, 'speedup_best': 1.9780907121392133, 'xsmm_local_avg': 28.887020833333334, 'xsmm_local_best': 28.618, 'xsmm_upstream_avg': 56.75166666666667, 'xsmm_upstream_best': 56.609}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'speedup_avg': 1.837530431508049, 'speedup_best': 1.8569616430081546, 'xsmm_local_avg': 50.45483333333334, 'xsmm_local_best': 49.665, 'xsmm_upstream_avg': 92.7122916666667, 'xsmm_upstream_best': 92.226}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 2.3271941472331594, 'speedup_best': 2.302002361826652, 'xsmm_local_avg': 77.27114583333334, 'xsmm_local_best': 77.059, 'xsmm_upstream_avg': 179.82495833333329, 'xsmm_upstream_best': 177.39}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'speedup_avg': 3.738384480348234, 'speedup_best': 3.7043766410648846, 'xsmm_local_avg': 143.6103958333333, 'xsmm_local_best': 142.438, 'xsmm_upstream_avg': 536.870875, 'xsmm_upstream_best': 527.644}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'speedup_avg': 3.8705411964086203, 'speedup_best': 3.837679595433124, 'xsmm_local_avg': 349.3667708333334, 'xsmm_local_best': 348.422, 'xsmm_upstream_avg': 1352.2384791666666, 'xsmm_upstream_best': 1337.132}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'speedup_avg': 3.574068062389149, 'speedup_best': 3.528570559314608, 'xsmm_local_avg': 826.3870208333336, 'xsmm_local_best': 821.72, 'xsmm_upstream_avg': 2953.563458333334, 'xsmm_upstream_best': 2899.497}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'speedup_avg': 1.0078582711336865, 'speedup_best': 1.0093933728290496, 'xsmm_local_avg': 44.64510416666667, 'xsmm_local_best': 44.393, 'xsmm_upstream_avg': 44.99593750000002, 'xsmm_upstream_best': 44.81}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'speedup_avg': 1.0286082214483276, 'speedup_best': 1.0293683734288017, 'xsmm_local_avg': 102.32635416666666, 'xsmm_local_best': 101.674, 'xsmm_upstream_avg': 105.25372916666667, 'xsmm_upstream_best': 104.66}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'speedup_avg': 0.9944229557846764, 'speedup_best': 0.9946550871071064, 'xsmm_local_avg': 153.82252083333339, 'xsmm_local_best': 153.604, 'xsmm_upstream_avg': 152.96464583333335, 'xsmm_upstream_best': 152.783}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'speedup_avg': 0.9967522294271579, 'speedup_best': 0.9968913523073276, 'xsmm_local_avg': 219.6121875, 'xsmm_local_best': 219.388, 'xsmm_upstream_avg': 218.89893750000002, 'xsmm_upstream_best': 218.706}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'speedup_avg': 0.9981126867877826, 'speedup_best': 0.998208529911963, 'xsmm_local_avg': 286.60672916666664, 'xsmm_local_best': 286.357, 'xsmm_upstream_avg': 286.0658125, 'xsmm_upstream_best': 285.844}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'speedup_avg': 0.998957955909495, 'speedup_best': 0.998964870835732, 'xsmm_local_avg': 352.81216666666666, 'xsmm_local_best': 352.613, 'xsmm_upstream_avg': 352.4445208333334, 'xsmm_upstream_best': 352.248}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0409680828996157, 'speedup_best': 1.0412930908898277, 'xsmm_local_avg': 75.72612500000001, 'xsmm_local_best': 75.509, 'xsmm_upstream_avg': 78.82847916666667, 'xsmm_upstream_best': 78.627}
