{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0052026538973193, 'speedup_best': 1.006628563698468, 'xsmm_local_avg': 29.880583333333337, 'xsmm_local_best': 29.569, 'xsmm_upstream_avg': 30.036041666666677, 'xsmm_upstream_best': 29.765}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'speedup_avg': 0.9944942446689644, 'speedup_best': 0.9945724476220792, 'xsmm_local_avg': 122.87520833333336, 'xsmm_local_best': 122.523, 'xsmm_upstream_avg': 122.1986875, 'xsmm_upstream_best': 121.858}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'speedup_avg': 1.003993537450322, 'speedup_best': 1.0026920399164538, 'xsmm_local_avg': 64.93824999999998, 'xsmm_local_best': 64.635, 'xsmm_upstream_avg': 65.19758333333336, 'xsmm_upstream_best': 64.809}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'speedup_avg': 0.9947856876917577, 'speedup_best': 0.9943119069318608, 'xsmm_local_avg': 186.7256458333333, 'xsmm_local_best': 186.53, 'xsmm_upstream_avg': 185.75200000000004, 'xsmm_upstream_best': 185.469}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'speedup_avg': 1.0069957222453125, 'speedup_best': 1.0077910579902611, 'xsmm_local_avg': 90.67743749999998, 'xsmm_local_best': 90.36, 'xsmm_upstream_avg': 91.31179166666668, 'xsmm_upstream_best': 91.064}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'speedup_avg': 0.9937834775950991, 'speedup_best': 0.9961168791826168, 'xsmm_local_avg': 109.82158333333332, 'xsmm_local_best': 108.933, 'xsmm_upstream_avg': 109.13887499999997, 'xsmm_upstream_best': 108.51}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'speedup_avg': 1.7885193033801055, 'speedup_best': 1.7850159586786012, 'xsmm_local_avg': 100.2280208333333, 'xsmm_local_best': 99.319, 'xsmm_upstream_avg': 179.25974999999997, 'xsmm_upstream_best': 177.286}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'speedup_avg': 4.083826153991127, 'speedup_best': 4.112661117387996, 'xsmm_local_avg': 43.996312499999995, 'xsmm_local_best': 43.369, 'xsmm_upstream_avg': 179.6732916666667, 'xsmm_upstream_best': 178.362}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'speedup_avg': 1.1721290470244672, 'speedup_best': 1.159841141890962, 'xsmm_local_avg': 152.91906250000005, 'xsmm_local_best': 152.589, 'xsmm_upstream_avg': 179.240875, 'xsmm_upstream_best': 176.979}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'speedup_avg': 0.8233269930685578, 'speedup_best': 0.8109256977431278, 'xsmm_local_avg': 218.46704166666666, 'xsmm_local_best': 218.311, 'xsmm_upstream_avg': 179.8698125, 'xsmm_upstream_best': 177.034}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'speedup_avg': 0.6270622489897067, 'speedup_best': 0.6187464862996239, 'xsmm_local_avg': 286.58664583333336, 'xsmm_local_best': 286.379, 'xsmm_upstream_avg': 179.7076666666666, 'xsmm_upstream_best': 177.196}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 2.3762763111797587, 'speedup_best': 2.363385293570917, 'xsmm_local_avg': 75.64116666666666, 'xsmm_local_best': 75.314, 'xsmm_upstream_avg': 179.74431249999998, 'xsmm_upstream_best': 177.996}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'speedup_avg': 0.5110759218776167, 'speedup_best': 0.5029633161892435, 'xsmm_local_avg': 352.55154166666676, 'xsmm_local_best': 352.308, 'xsmm_upstream_avg': 180.1806041666667, 'xsmm_upstream_best': 177.198}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'speedup_avg': 1.4671097905909927, 'speedup_best': 1.449347222108395, 'xsmm_local_avg': 122.33535416666666, 'xsmm_local_best': 122.017, 'xsmm_upstream_avg': 179.47939583333326, 'xsmm_upstream_best': 176.84500000000003}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'speedup_avg': 2.8496619072503617, 'speedup_best': 2.821270639137212, 'xsmm_local_avg': 63.22845833333333, 'xsmm_local_best': 62.866, 'xsmm_upstream_avg': 180.17972916666668, 'xsmm_upstream_best': 177.362}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'speedup_avg': 0.9667445839997313, 'speedup_best': 0.9523366796362777, 'xsmm_local_avg': 186.27291666666667, 'xsmm_local_best': 186.076, 'xsmm_upstream_avg': 180.0783333333333, 'xsmm_upstream_best': 177.207}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'speedup_avg': 2.070794728805062, 'speedup_best': 2.043489309599991, 'xsmm_local_avg': 86.89206250000001, 'xsmm_local_best': 86.573, 'xsmm_upstream_avg': 179.935625, 'xsmm_upstream_best': 176.911}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'speedup_avg': 1.6461643730307873, 'speedup_best': 1.6353823889979628, 'xsmm_local_avg': 109.21372916666665, 'xsmm_local_best': 108.489, 'xsmm_upstream_avg': 179.78375000000003, 'xsmm_upstream_best': 177.421}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.995255307776519, 'speedup_best': 1.0084974093264247, 'xsmm_local_avg': 34.806437499999994, 'xsmm_local_best': 33.775, 'xsmm_upstream_avg': 34.64129166666667, 'xsmm_upstream_best': 34.062}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9898126648014085, 'speedup_best': 0.9910561257658439, 'xsmm_local_avg': 51.221687499999994, 'xsmm_local_best': 50.761, 'xsmm_upstream_avg': 50.69987499999999, 'xsmm_upstream_best': 50.307}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.042432010495827, 'speedup_best': 1.0427192771406424, 'xsmm_local_avg': 75.07745833333334, 'xsmm_local_best': 74.814, 'xsmm_upstream_avg': 78.26314583333335, 'xsmm_upstream_best': 78.01}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0264634639545, 'speedup_best': 1.0284252779085634, 'xsmm_local_avg': 125.79529166666667, 'xsmm_local_best': 125.311, 'xsmm_upstream_avg': 129.12427083333333, 'xsmm_upstream_best': 128.873}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9934209855734261, 'speedup_best': 0.9935342524313349, 'xsmm_local_avg': 224.8310416666666, 'xsmm_local_best': 224.568, 'xsmm_upstream_avg': 223.35187499999995, 'xsmm_upstream_best': 223.116}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9974646269180673, 'speedup_best': 0.9973685860737121, 'xsmm_local_avg': 430.8537499999998, 'xsmm_local_best': 430.567, 'xsmm_upstream_avg': 429.76137500000004, 'xsmm_upstream_best': 429.434}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 2.0568363896130943, 'speedup_best': 2.1206213920875268, 'xsmm_local_avg': 34.20893749999999, 'xsmm_local_best': 33.087, 'xsmm_upstream_avg': 70.36218749999998, 'xsmm_upstream_best': 70.165}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.9709973215316214, 'speedup_best': 1.9641982687154178, 'xsmm_local_avg': 52.34645833333334, 'xsmm_local_best': 51.869, 'xsmm_upstream_avg': 103.17472916666664, 'xsmm_upstream_best': 101.881}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 2.294194670861592, 'speedup_best': 2.2755642812231334, 'xsmm_local_avg': 78.21620833333333, 'xsmm_local_best': 77.931, 'xsmm_upstream_avg': 179.4432083333334, 'xsmm_upstream_best': 177.337}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 2.6524714036702304, 'speedup_best': 2.619632488993811, 'xsmm_local_avg': 125.59158333333336, 'xsmm_local_best': 125.384, 'xsmm_upstream_avg': 333.12808333333345, 'xsmm_upstream_best': 328.46}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 2.8886475811120946, 'speedup_best': 2.864799540637143, 'xsmm_local_avg': 224.92214583333336, 'xsmm_local_best': 224.659, 'xsmm_upstream_avg': 649.7208125000002, 'xsmm_upstream_best': 643.603}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 3.3070558679570996, 'speedup_best': 3.2658531260306676, 'xsmm_local_avg': 430.8246249999999, 'xsmm_local_best': 430.54600000000005, 'xsmm_upstream_avg': 1424.7611041666667, 'xsmm_upstream_best': 1406.1}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'speedup_avg': 1.0071465128628685, 'speedup_best': 1.0060215385803064, 'xsmm_local_avg': 77.99258333333331, 'xsmm_local_best': 77.721, 'xsmm_upstream_avg': 78.54995833333332, 'xsmm_upstream_best': 78.189}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0215522215264945, 'speedup_best': 1.0203831936273233, 'xsmm_local_avg': 77.09085416666666, 'xsmm_local_best': 76.828, 'xsmm_upstream_avg': 78.75233333333334, 'xsmm_upstream_best': 78.394}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'speedup_avg': 1.0073335581823635, 'speedup_best': 1.0015867487131855, 'xsmm_local_avg': 77.83000000000001, 'xsmm_local_best': 77.517, 'xsmm_upstream_avg': 78.40077083333335, 'xsmm_upstream_best': 77.64}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'speedup_avg': 0.9998368208793108, 'speedup_best': 1.0001401541695865, 'xsmm_local_avg': 78.77335416666666, 'xsmm_local_best': 78.485, 'xsmm_upstream_avg': 78.76050000000001, 'xsmm_upstream_best': 78.496}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'speedup_avg': 2.335331560856045, 'speedup_best': 2.3137497557480624, 'xsmm_local_avg': 77.05787499999998, 'xsmm_local_best': 76.765, 'xsmm_upstream_avg': 179.95568749999998, 'xsmm_upstream_best': 177.615}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'speedup_avg': 2.3784340432193347, 'speedup_best': 2.3577782801218037, 'xsmm_local_avg': 75.59116666666667, 'xsmm_local_best': 75.203, 'xsmm_upstream_avg': 179.7886041666666, 'xsmm_upstream_best': 177.312}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'speedup_avg': 2.3527554347929853, 'speedup_best': 2.315407759719357, 'xsmm_local_avg': 76.3895625, 'xsmm_local_best': 76.111, 'xsmm_upstream_avg': 179.7259583333334, 'xsmm_upstream_best': 176.228}
