{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.0006536038604341, 'speedup_best': 1.0510040874355784, 'xsmm_local_avg': 5.992416666666668, 'xsmm_local_best': 5.627, 'xsmm_upstream_avg': 5.9963333333333315, 'xsmm_upstream_best': 5.914}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9901742092693393, 'speedup_best': 0.9810412278061992, 'xsmm_local_avg': 3.436958333333333, 'xsmm_local_best': 3.323, 'xsmm_upstream_avg': 3.4031874999999996, 'xsmm_upstream_best': 3.26}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 0.9992457221671477, 'speedup_best': 1.0025510204081634, 'xsmm_local_avg': 6.766958333333331, 'xsmm_local_best': 6.664, 'xsmm_upstream_avg': 6.761854166666663, 'xsmm_upstream_best': 6.681}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0078310949967322, 'speedup_best': 0.9984671980380135, 'xsmm_local_avg': 3.3786249999999995, 'xsmm_local_best': 3.262, 'xsmm_upstream_avg': 3.4050833333333337, 'xsmm_upstream_best': 3.257}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.9998948851094243, 'speedup_best': 1.0395114942528736, 'xsmm_local_avg': 5.945875000000001, 'xsmm_local_best': 5.568, 'xsmm_upstream_avg': 5.945249999999999, 'xsmm_upstream_best': 5.788}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 0.9944369138308091, 'speedup_best': 0.997410071942446, 'xsmm_local_avg': 14.032229166666667, 'xsmm_local_best': 13.9, 'xsmm_upstream_avg': 13.954166666666667, 'xsmm_upstream_best': 13.864}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.013928419449963, 'speedup_best': 1.0050280823749667, 'xsmm_local_avg': 19.485041666666667, 'xsmm_local_best': 18.695, 'xsmm_upstream_avg': 19.756437500000004, 'xsmm_upstream_best': 18.789}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0050674334735339, 'speedup_best': 1.0077896159912447, 'xsmm_local_avg': 31.755062499999998, 'xsmm_local_best': 31.067, 'xsmm_upstream_avg': 31.91597916666666, 'xsmm_upstream_best': 31.309}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 0.9969526906881894, 'speedup_best': 0.9894568690095846, 'xsmm_local_avg': 28.365187500000008, 'xsmm_local_best': 28.17, 'xsmm_upstream_avg': 28.278750000000002, 'xsmm_upstream_best': 27.873}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0109698700170535, 'speedup_best': 1.0120575316510185, 'xsmm_local_avg': 23.40691666666666, 'xsmm_local_best': 23.222, 'xsmm_upstream_avg': 23.663687499999998, 'xsmm_upstream_best': 23.501999999999953}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0101382950498174, 'speedup_best': 1.0061531179742025, 'xsmm_local_avg': 17.039354166666666, 'xsmm_local_best': 16.902, 'xsmm_upstream_avg': 17.21210416666667, 'xsmm_upstream_best': 17.005999999999972}
