{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0041045173347845, 'speedup_best': 1.0026654070650156, 'xsmm_local_avg': 29.941604166666664, 'xsmm_local_best': 29.639, 'xsmm_upstream_avg': 30.0645, 'xsmm_upstream_best': 29.718}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0081640850895144, 'speedup_best': 1.008778879574729, 'xsmm_local_avg': 79.04029166666666, 'xsmm_local_best': 78.256, 'xsmm_upstream_avg': 79.68558333333335, 'xsmm_upstream_best': 78.943}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'speedup_avg': 1.0052387721707856, 'speedup_best': 1.0038210746965959, 'xsmm_local_avg': 129.99229166666666, 'xsmm_local_best': 129.283, 'xsmm_upstream_avg': 130.67329166666664, 'xsmm_upstream_best': 129.777}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'speedup_avg': 0.9981385466396601, 'speedup_best': 0.9986234298496722, 'xsmm_local_avg': 65.12608333333331, 'xsmm_local_best': 63.927, 'xsmm_upstream_avg': 65.0048541666667, 'xsmm_upstream_best': 63.839}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'speedup_avg': 1.0042269573189027, 'speedup_best': 1.002374087549484, 'xsmm_local_avg': 175.668125, 'xsmm_local_best': 174.804, 'xsmm_upstream_avg': 176.41066666666666, 'xsmm_upstream_best': 175.219}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'speedup_avg': 1.0341612014426937, 'speedup_best': 1.0326072371069464, 'xsmm_local_avg': 89.69910416666666, 'xsmm_local_best': 89.428, 'xsmm_upstream_avg': 92.76333333333332, 'xsmm_upstream_best': 92.344}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'speedup_avg': 0.9982071479476821, 'speedup_best': 0.9972578867789139, 'xsmm_local_avg': 117.57337500000004, 'xsmm_local_best': 117.063, 'xsmm_upstream_avg': 117.36258333333335, 'xsmm_upstream_best': 116.742}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'speedup_avg': 0.9972037138616421, 'speedup_best': 0.9983814036935197, 'xsmm_local_avg': 103.30666666666666, 'xsmm_local_best': 102.558, 'xsmm_upstream_avg': 103.0177916666667, 'xsmm_upstream_best': 102.392}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'speedup_avg': 0.9782577407221955, 'speedup_best': 0.9850513214999197, 'xsmm_local_avg': 44.72760416666667, 'xsmm_local_best': 43.549, 'xsmm_upstream_avg': 43.755125, 'xsmm_upstream_best': 42.898}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'speedup_avg': 0.9991692798210405, 'speedup_best': 0.9962867789614811, 'xsmm_local_avg': 153.33081249999998, 'xsmm_local_best': 152.159, 'xsmm_upstream_avg': 153.20343749999998, 'xsmm_upstream_best': 151.594}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'speedup_avg': 1.0047208050635814, 'speedup_best': 1.004415000049775, 'xsmm_local_avg': 202.1724375, 'xsmm_local_best': 200.90599999999995, 'xsmm_upstream_avg': 203.12685416666662, 'xsmm_upstream_best': 201.793}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'speedup_avg': 1.003867174734797, 'speedup_best': 1.00338134765625, 'xsmm_local_avg': 246.3361666666666, 'xsmm_local_best': 245.76, 'xsmm_upstream_avg': 247.28879166666664, 'xsmm_upstream_best': 246.591}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9980167125095556, 'speedup_best': 1.0052267251379983, 'xsmm_local_avg': 79.71822916666665, 'xsmm_local_best': 78.443, 'xsmm_upstream_avg': 79.56012500000001, 'xsmm_upstream_best': 78.853}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'speedup_avg': 1.0029870440133604, 'speedup_best': 1.0030405381926346, 'xsmm_local_avg': 288.5586875, 'xsmm_local_best': 287.778, 'xsmm_upstream_avg': 289.42062500000003, 'xsmm_upstream_best': 288.653}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'speedup_avg': 1.0010570127434553, 'speedup_best': 1.003212007849871, 'xsmm_local_avg': 131.73918750000004, 'xsmm_local_best': 130.448, 'xsmm_upstream_avg': 131.8784375, 'xsmm_upstream_best': 130.86699999999996}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'speedup_avg': 1.0184804386968984, 'speedup_best': 1.0096709052472155, 'xsmm_local_avg': 64.03054166666665, 'xsmm_local_best': 63.386, 'xsmm_upstream_avg': 65.21385416666668, 'xsmm_upstream_best': 63.999}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'speedup_avg': 1.0007467730435355, 'speedup_best': 0.998355512401008, 'xsmm_local_avg': 179.5503125, 'xsmm_local_best': 178.171, 'xsmm_upstream_avg': 179.68439583333338, 'xsmm_upstream_best': 177.878}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'speedup_avg': 1.0530581745393341, 'speedup_best': 1.0532215469422117, 'xsmm_local_avg': 87.488875, 'xsmm_local_best': 86.713, 'xsmm_upstream_avg': 92.13087499999999, 'xsmm_upstream_best': 91.328}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'speedup_avg': 0.9988735683859671, 'speedup_best': 0.9965835238511136, 'xsmm_local_avg': 117.42464583333329, 'xsmm_local_best': 116.787, 'xsmm_upstream_avg': 117.292375, 'xsmm_upstream_best': 116.388}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0422308768340551, 'speedup_best': 1.0538022058598882, 'xsmm_local_avg': 33.80770833333334, 'xsmm_local_best': 32.731, 'xsmm_upstream_avg': 35.235437499999996, 'xsmm_upstream_best': 34.492}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9989734830630781, 'speedup_best': 0.9844794604295265, 'xsmm_local_avg': 51.44825, 'xsmm_local_best': 50.707, 'xsmm_upstream_avg': 51.39543750000001, 'xsmm_upstream_best': 49.92}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0132984586750664, 'speedup_best': 1.0112738127265972, 'xsmm_local_avg': 78.62283333333335, 'xsmm_local_best': 78.057, 'xsmm_upstream_avg': 79.66839583333332, 'xsmm_upstream_best': 78.937}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0012781339277492, 'speedup_best': 1.0006560694326976, 'xsmm_local_avg': 126.89397916666667, 'xsmm_local_best': 126.511, 'xsmm_upstream_avg': 127.05616666666668, 'xsmm_upstream_best': 126.594}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9992570993239094, 'speedup_best': 0.9994207947933431, 'xsmm_local_avg': 226.70145833333325, 'xsmm_local_best': 226.172, 'xsmm_upstream_avg': 226.5330416666667, 'xsmm_upstream_best': 226.041}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0017419017882179, 'speedup_best': 1.0021168315781463, 'xsmm_local_avg': 434.1519166666667, 'xsmm_local_best': 433.667, 'xsmm_upstream_avg': 434.9081666666666, 'xsmm_upstream_best': 434.585}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0030828271407282, 'speedup_best': 1.0072092523851888, 'xsmm_local_avg': 33.75554166666668, 'xsmm_local_best': 32.597, 'xsmm_upstream_avg': 33.859604166666664, 'xsmm_upstream_best': 32.832}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.988010607600371, 'speedup_best': 0.98621925834554, 'xsmm_local_avg': 52.603791666666666, 'xsmm_local_best': 51.884, 'xsmm_upstream_avg': 51.973104166666666, 'xsmm_upstream_best': 51.169}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0054297659770868, 'speedup_best': 1.005245935036989, 'xsmm_local_avg': 79.42331249999998, 'xsmm_local_best': 78.537, 'xsmm_upstream_avg': 79.85456250000001, 'xsmm_upstream_best': 78.949}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.0029816925364827, 'speedup_best': 1.0034793660880963, 'xsmm_local_avg': 126.3055, 'xsmm_local_best': 125.885, 'xsmm_upstream_avg': 126.6821041666667, 'xsmm_upstream_best': 126.323}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9991716146451025, 'speedup_best': 0.9985058396032076, 'xsmm_local_avg': 226.51997916666667, 'xsmm_local_best': 226.214, 'xsmm_upstream_avg': 226.3323333333333, 'xsmm_upstream_best': 225.876}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.000145954687355, 'speedup_best': 1.0003065603923973, 'xsmm_local_avg': 434.21010416666667, 'xsmm_local_best': 433.846, 'xsmm_upstream_avg': 434.2734791666667, 'xsmm_upstream_best': 433.97900000000004}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'speedup_avg': 1.037760585684987, 'speedup_best': 1.0388511078789784, 'xsmm_local_avg': 77.038, 'xsmm_local_best': 76.31700000000001, 'xsmm_upstream_avg': 79.94700000000002, 'xsmm_upstream_best': 79.282}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.0087012986331254, 'speedup_best': 1.0159985688181248, 'xsmm_local_avg': 79.375125, 'xsmm_local_best': 78.257, 'xsmm_upstream_avg': 80.06579166666666, 'xsmm_upstream_best': 79.509}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'speedup_avg': 1.0035020258083442, 'speedup_best': 1.0017043197457616, 'xsmm_local_avg': 78.96025000000002, 'xsmm_local_best': 78.037, 'xsmm_upstream_avg': 79.23677083333332, 'xsmm_upstream_best': 78.17}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'speedup_avg': 1.0092816733264889, 'speedup_best': 1.0055623197693047, 'xsmm_local_avg': 78.72143750000002, 'xsmm_local_best': 78.025, 'xsmm_upstream_avg': 79.45210416666663, 'xsmm_upstream_best': 78.459}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'speedup_avg': 1.0171954442658964, 'speedup_best': 1.0170767488546868, 'xsmm_local_avg': 78.42314583333335, 'xsmm_local_best': 77.708, 'xsmm_upstream_avg': 79.77166666666669, 'xsmm_upstream_best': 79.035}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'speedup_avg': 1.046960017524451, 'speedup_best': 1.0439535534788233, 'xsmm_local_avg': 75.60864583333333, 'xsmm_local_best': 75.011, 'xsmm_upstream_avg': 79.15922916666666, 'xsmm_upstream_best': 78.308}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'speedup_avg': 1.0266846178615645, 'speedup_best': 1.032159284885918, 'xsmm_local_avg': 77.50954166666666, 'xsmm_local_best': 76.743, 'xsmm_upstream_avg': 79.57785416666668, 'xsmm_upstream_best': 79.211}
