{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m0.txt', 'speedup_avg': 1.000182927258272, 'speedup_best': 1.040198335399327, 'xsmm_local_avg': 5.922208333333334, 'xsmm_local_best': 5.647, 'xsmm_upstream_avg': 5.923291666666667, 'xsmm_upstream_best': 5.874}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m3.txt', 'speedup_avg': 0.9895827230222994, 'speedup_best': 0.9941944847605225, 'xsmm_local_avg': 3.5557916666666673, 'xsmm_local_best': 3.445, 'xsmm_upstream_avg': 3.518750000000001, 'xsmm_upstream_best': 3.425}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m6.txt', 'speedup_avg': 0.9938767500475266, 'speedup_best': 0.9965630603705916, 'xsmm_local_avg': 6.794458333333334, 'xsmm_local_best': 6.692, 'xsmm_upstream_avg': 6.752854166666668, 'xsmm_upstream_best': 6.669}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m132.txt', 'speedup_avg': 1.0152886951333113, 'speedup_best': 1.0072072072072071, 'xsmm_local_avg': 3.421645833333334, 'xsmm_local_best': 3.33, 'xsmm_upstream_avg': 3.4739583333333326, 'xsmm_upstream_best': 3.354}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'example_mats_med/hex/p1/gauss-legendre/m460.txt', 'speedup_avg': 0.9995357704792548, 'speedup_best': 1.0491127442193942, 'xsmm_local_avg': 5.878916666666665, 'xsmm_local_best': 5.579, 'xsmm_upstream_avg': 5.876187499999998, 'xsmm_upstream_best': 5.853}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg': 0.995553962529029, 'speedup_best': 0.9982657706481681, 'xsmm_local_avg': 13.949687500000003, 'xsmm_local_best': 13.839, 'xsmm_upstream_avg': 13.887666666666666, 'xsmm_upstream_best': 13.815}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg': 1.01925044173719, 'speedup_best': 1.0089741606065294, 'xsmm_local_avg': 19.713833333333326, 'xsmm_local_best': 19.389, 'xsmm_upstream_avg': 20.09333333333333, 'xsmm_upstream_best': 19.563}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg': 1.0073150405468108, 'speedup_best': 1.009613227801455, 'xsmm_local_avg': 31.473395833333328, 'xsmm_local_best': 31.207, 'xsmm_upstream_avg': 31.703624999999985, 'xsmm_upstream_best': 31.507}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg': 1.003647164248572, 'speedup_best': 1.0076662243844925, 'xsmm_local_avg': 27.572791666666674, 'xsmm_local_best': 27.131999999999948, 'xsmm_upstream_avg': 27.673354166666666, 'xsmm_upstream_best': 27.34}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg': 1.0052518815284495, 'speedup_best': 1.0057150279257046, 'xsmm_local_avg': 23.24960416666666, 'xsmm_local_best': 23.097, 'xsmm_upstream_avg': 23.37170833333334, 'xsmm_upstream_best': 23.229}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'example_mats_med/hex/p2/gauss-legendre/m0.txt', 'speedup_avg': 1.0083196121758184, 'speedup_best': 1.0047264563393596, 'xsmm_local_avg': 17.01802083333333, 'xsmm_local_best': 16.926, 'xsmm_upstream_avg': 17.159604166666664, 'xsmm_upstream_best': 17.006}
